x1,id,survey,year,month,day,h_key,x,y,lon_deep,lat_deep,lon_shallow,lat_shallow,mean_cor_depth_m,mean_bathy,mean_depthdiff,num_quadrats,presence,lat,lon,depth,source,num_surveys,multiple_surveys
3339,367_2,PAC 2015-36,2015,5,9,367,635193.5801,854247.7398,-131.3980833,52.57234999,-131.3992333,52.57176666,2.914285714,3,0.085714286,14,1,52.57234999,-131.3980833,2.914285714,bhm,4,1
3382,374_3,PAC 2015-36,2015,5,9,374,632568.2812,854583.4519,-131.4369833,52.57360001,-131.4381833,52.5743,13.78378378,14,0.810810811,4,0,52.57360001,-131.4369833,13.78378378,bhm,6,1
3376,373_2,PAC 2015-36,2015,5,9,373,635566.5643,854577.3362,-131.3930167,52.57555002,-131.39385,52.57524999,15.57894737,16,0.421052632,2,0,52.57555002,-131.3930167,15.57894737,bhm,6,1
3431,381_2,PAC 2015-36,2015,5,9,381,630249.5215,855093.6921,-131.47165,52.57668336,-131.4711833,52.57705002,13.14285714,13,0.714285714,4,0,52.57668336,-131.47165,13.14285714,bhm,6,1
3401,377_1,PAC 2015-36,2015,5,9,377,630827.3539,855321.7089,-131.4637833,52.57928333,-131.4642333,52.57973334,12.4,13,0.6,2,0,52.57928333,-131.4637833,12.4,bhm,5,1
3334,366_3,PAC 2015-36,2015,5,9,366,637505.1138,855066.3143,-131.3647,52.58133335,-131.3664167,52.58093332,14,14,0,3,1,52.58133335,-131.3647,14,bhm,7,1
3406,378_1,PAC 2015-36,2015,5,9,378,632120.8518,856780.0488,-131.4458,52.59316667,-131.4434,52.59483331,12,12,0,1,0,52.59316667,-131.4458,12,bhm,10,1
3488,392_13,PAC 2014-58,2014,9,9,392,796378.0424,828706.2137,-128.9982167,52.42861665,-129.0013833,52.42959998,5,5.135088444,0.135088444,4,1,52.42861665,-128.9982167,5,bhm,5,1
3495,393_6,PAC 2014-58,2014,9,9,393,797412.0643,830686.894,-128.98665,52.44703334,-128.9875333,52.44873333,6,5.424310684,0.575689316,12,1,52.44703334,-128.98665,6,bhm,5,1
3498,394_1,PAC 2014-58,2014,9,9,394,797033.2344,831456.529,-128.9934834,52.45434999,-128.9936833,52.45434999,0.454545455,-0.173399672,0.627945126,2,0,52.45434999,-128.9934834,0.454545455,bhm,2,1
3506,397_3,PAC 2014-58,2014,9,9,397,797545.1694,831465.7505,-128.9854167,52.45461667,-128.98585,52.45469999,-0.388888889,1.653728843,2.042617732,8,1,52.45461667,-128.9854167,-0.388888889,bhm,1,0
3501,395_3,PAC 2014-58,2014,9,9,395,795324.5849,832851.3153,-129.0191,52.46623335,-129.0182833,52.46568333,8,8.170976639,0.170976639,4,1,52.46623335,-129.0191,8,bhm,4,1
3504,396_2,PAC 2014-58,2014,9,9,396,794882.2486,833425.0786,-129.0258,52.47106667,-129.0256167,52.47091665,13,12.71542263,0.28457737,1,0,52.47106667,-129.0258,13,bhm,2,1
3540,405_7,PAC 2014-58,2014,9,9,405,796051.6101,834221.1317,-129.0095167,52.47945,-129.0092167,52.47880001,1.218390805,-1.283937216,2.50232802,6,1,52.47945,-129.0095167,1.218390805,bhm,2,1
3541,406_1,PAC 2014-58,2014,9,9,406,796725.8067,834646.9754,-128.9998667,52.48301668,-129.0008167,52.48356667,-1,-2.88508153,1.88508153,7,0,52.48301668,-128.9998667,-1,bhm,2,1
3543,407_1,PAC 2014-58,2014,9,9,407,796581.8374,835687.6917,-129.0023,52.49178333,-129.0023167,52.49083335,1.169811321,-2.657245159,3.82705648,8,1,52.49178333,-129.0023,1.169811321,bhm,2,1
3529,402_1,PAC 2014-58,2014,9,9,402,796694.0471,836256.3093,-129.0006167,52.49703334,-129.0000167,52.49673335,-5,-2.760145187,2.239854813,1,0,52.49703334,-129.0006167,-5,bhm,2,1
3545,408_4,PAC 2014-58,2014,9,9,408,793747.7364,836841.9226,-129.0445167,52.50116666,-129.0449833,52.50145,-1.180722892,0.108676903,1.289399795,10,1,52.50116666,-129.0445167,-1.180722892,bhm,1,0
3559,410_6,PAC 2014-58,2014,9,9,410,793222.426,838128.788,-129.0542,52.51278334,-129.0534833,52.51268333,5,5.507701397,0.507701397,1,1,52.51278334,-129.0542,5,bhm,4,1
3537,404_4,PAC 2014-58,2014,9,9,404,792591.9713,838745.4982,-129.0627667,52.51784999,-129.0640667,52.51828334,-2.125,-1.760864735,0.364135265,4,1,52.51784999,-129.0627667,-2.125,bhm,2,1
3565,412_4,PAC 2014-58,2014,9,9,412,794844.3586,839198.0999,-129.0298,52.52288332,-129.0311833,52.52283335,8,7.862052441,0.137947559,1,1,52.52288332,-129.0298,8,bhm,5,1
3531,403_2,PAC 2014-58,2014,9,9,403,794346.6595,839485.152,-129.0375833,52.52536666,-129.0370333,52.52634999,10,9.751502037,0.248497963,5,0,52.52536666,-129.0375833,10,bhm,6,1
4875,728_7,PAC 2014-29,2014,5,10,728,740559.655,946518.3785,-129.9184834,53.45926666,-129.9179833,53.46011667,8,9.063134193,1.063134193,2,1,53.45926666,-129.9184834,8,bhm,6,1
4893,732_15,PAC 2014-29,2014,5,10,732,736410.3279,948795.5179,-129.9855,53.47696667,-129.9821,53.47840001,1,0.845179021,0.154820979,2,1,53.47696667,-129.9855,1,bhm,6,1
4901,734_1,PAC 2014-29,2014,5,10,734,734990.3483,950288.9046,-130.00495,53.49106668,-130.00395,53.49178333,12.11864407,9.953701019,2.164943049,10,1,53.49106668,-130.00495,12.11864407,bhm,7,1
4908,735_3,PAC 2014-29,2014,5,10,735,736047.2304,954770.5985,-129.9932166,53.53146667,-129.9927167,53.53153334,10.09677419,11.86962223,1.772848037,2,1,53.53146667,-129.9932166,10.09677419,bhm,3,1
2144,164_1,PAC 2015-36,2015,5,10,164,623212.7831,856328.3929,-131.5774,52.58275,-131.5782167,52.58283335,13,13,0,1,0,52.58275,-131.5774,13,bhm,5,1
2149,165_3,PAC 2015-36,2015,5,10,165,624064.8473,857262.634,-131.56545,52.59165001,-131.5652166,52.59188334,13.92307692,17,3.076923077,2,0,52.59165001,-131.56545,13.92307692,bhm,3,1
2135,162_3,PAC 2015-36,2015,5,10,162,625350.4089,857716.9112,-131.54695,52.5965833,-131.5477333,52.59696668,14.08695652,13,1.434782609,6,0,52.5965833,-131.54695,14.08695652,bhm,5,1
3424,380_10,PAC 2015-36,2015,5,10,380,631359.2425,857393.8285,-131.4598,52.59870001,-131.4579,52.59784997,0.634146341,1,0.756097561,4,0,52.59870001,-131.4598,0.634146341,bhm,7,1
2156,167_3,PAC 2015-36,2015,5,10,167,628274.2123,857913.4632,-131.50425,52.60039997,-131.5036,52.60049998,12,13,1,2,0,52.60039997,-131.50425,12,bhm,4,1
2140,163_1,PAC 2015-36,2015,5,10,163,622960.9174,858712.4502,-131.58295,52.60391668,-131.5819333,52.60409997,5.461538462,5,1.153846154,3,0,52.60391668,-131.58295,5.461538462,bhm,4,1
2169,169_2,PAC 2015-36,2015,5,10,169,631974.1365,858352.8335,-131.4499,52.60695,-131.4492167,52.60711664,14,14,0,1,0,52.60695,-131.4499,14,bhm,5,1
2160,168_10,PAC 2015-36,2015,5,10,168,630713.9368,859237.1721,-131.46885,52.61511669,-131.4705,52.61273333,7,7,0,2,0,52.61511669,-131.46885,7,bhm,9,1
3416,379_1,PAC 2015-36,2015,5,10,379,632654.8016,859291.9076,-131.4406167,52.61585,-131.4397833,52.61598333,15,16,1,1,0,52.61585,-131.4406167,15,bhm,5,1
3220,345_4,PAC 2015-36,2015,5,10,345,626957.2856,860094.0697,-131.5264,52.61885001,-131.5255,52.61923332,13.76923077,14,0.692307692,4,0,52.61885001,-131.5264,13.76923077,bhm,4,1
3211,344_10,PAC 2015-36,2015,5,10,344,630898.1207,860261.3549,-131.4674667,52.62198334,-131.4679167,52.62284997,-1,0,1,1,0,52.62198334,-131.4674667,-1,bhm,9,1
3238,349_2,PAC 2015-36,2015,5,10,349,623370.4082,861119.3722,-131.58035,52.62555002,-131.5809167,52.62526665,13.375,14,1.375,3,0,52.62555002,-131.58035,13.375,bhm,3,1
3236,348_4,PAC 2015-36,2015,5,10,348,621980.2378,862301.6794,-131.6017833,52.63538335,-131.6024333,52.6350167,3.069767442,2,1.813953488,3,1,52.63538335,-131.6017833,3.069767442,bhm,4,1
2189,172_3,PAC 2015-36,2015,5,10,172,622700.6144,862611.3605,-131.5918,52.63850002,-131.5915333,52.63865,11,16,5,1,0,52.63850002,-131.5918,11,bhm,3,1
3228,346_7,PAC 2015-36,2015,5,10,346,624512.7677,863401.3824,-131.5661333,52.64611664,-131.5659167,52.6471,5.631578947,5,0.631578947,2,1,52.64611664,-131.5661333,5.631578947,bhm,7,1
3231,347_3,PAC 2015-36,2015,5,10,347,622701.5607,863757.7292,-131.5931167,52.64874999,-131.59375,52.64851665,11.66666667,12,1,3,1,52.64874999,-131.5931167,11.66666667,bhm,3,1
3507,398_2,PAC 2014-58,2014,9,10,398,800508.129,834655.4137,-128.94395,52.48435001,-128.9440333,52.48436667,0.814814815,2.838077545,2.02326273,2,1,52.48435001,-128.94395,0.814814815,bhm,2,1
3511,399_4,PAC 2014-58,2014,9,10,399,801716.8382,845680.5835,-128.93245,52.58355001,-128.9329,52.58353335,0,4.271645546,4.271645546,1,1,52.58355001,-128.93245,0,bhm,4,1
3523,400_4,PAC 2014-58,2014,9,10,400,797965.6322,854053.3179,-128.99335,52.65736669,-128.99335,52.65715001,13.2,13.74515915,1.319156295,4,0,52.65736669,-128.99335,13.2,bhm,1,0
3657,440_10,PAC 2014-58,2014,9,10,440,802313.5726,854650.4567,-128.93145,52.66393331,-128.9305167,52.66401666,-3,-1.612225413,1.387774587,1,0,52.66393331,-128.93145,-3,bhm,8,1
3590,422_4,PAC 2014-58,2014,9,10,422,799284.9488,857522.5892,-128.9761833,52.68861669,-128.97605,52.68868332,1.326086957,1.55670166,1.007395869,4,1,52.68861669,-128.9761833,1.326086957,bhm,3,1
3524,401_2,PAC 2014-58,2014,9,10,401,793963.3259,857991.701,-129.0552333,52.69076665,-129.0559833,52.69013335,11.10344828,11.70672035,0.926890998,2,1,52.69076665,-129.0552333,11.10344828,bhm,5,1
3597,425_4,PAC 2014-58,2014,9,10,425,794892.0326,859018.154,-129.0423,52.70058333,-129.0412,52.70006669,9.40625,9.101805687,0.912612855,4,1,52.70058333,-129.0423,9.40625,bhm,7,1
3648,439_3,PAC 2014-58,2014,9,10,439,797235.1259,859635.9253,-129.0076667,52.70686665,-129.0071833,52.7066,12,12.90641403,0.906414032,2,0,52.70686665,-129.0076667,12,bhm,4,1
3603,426_4,PAC 2014-58,2014,9,10,426,793640.5062,863665.7401,-129.0639,52.74151669,-129.0632333,52.74163335,-3,-1.124126434,1.875873566,1,1,52.74151669,-129.0639,-3,bhm,4,1
3710,451_6,PAC 2014-58,2014,9,10,451,793443.1593,864138.9017,-129.0675667,52.74599997,-129.0669167,52.74580002,3.738095238,5.093989849,1.355894611,3,1,52.74599997,-129.0675667,3.738095238,bhm,3,1
3711,452_3,PAC 2014-58,2014,9,10,452,792886.1643,865493.1902,-129.0758667,52.75764999,-129.0760667,52.75791664,10,10.81749916,0.817499161,1,0,52.75764999,-129.0758667,10,bhm,2,1
3672,442_4,PAC 2014-58,2014,9,10,442,786468.931,866955.0539,-129.1718833,52.76836669,-129.1721,52.76813335,1.837209302,4.340163231,2.502953929,2,1,52.76836669,-129.1718833,1.837209302,bhm,2,1
3605,427_1,PAC 2014-58,2014,9,10,427,791789.1418,867633.5269,-129.0930667,52.77645003,-129.0924167,52.77651666,13,13.52553844,0.525538445,1,0,52.77645003,-129.0930667,13,bhm,5,1
3610,428_3,PAC 2014-58,2014,9,10,428,792155.8083,869825.8901,-129.0895167,52.79618333,-129.0894,52.79613336,0.956521739,1.418202758,2.482217991,2,0,52.79618333,-129.0895167,0.956521739,bhm,1,0
1281,1396_13,PAC2018-105,2018,9,10,1396,902840.0815,657543.2973,-127.3840167,50.92198334,-127.3834,50.92346668,0,0.069310635,0.069310635,1,0,50.92198334,-127.3840167,0,bhm,7,1
1269,1394_1,PAC2018-105,2018,9,10,1394,905340.7381,657438.0545,-127.3473833,50.9235,-127.3468167,50.9240167,12.85507246,10.12517834,3.019831906,11,0,50.9235,-127.3473833,12.85507246,bhm,5,1
1274,1395_10,PAC2018-105,2018,9,10,1395,904116.5004,657695.0751,-127.3635667,50.92469997,-127.3654333,50.92546666,7.333333333,8.522423744,1.189090411,2,0,50.92469997,-127.3635667,7.333333333,bhm,7,1
1288,1397_10,PAC2018-105,2018,9,10,1397,901338.2128,658134.0797,-127.40675,50.92931665,-127.40305,50.92833335,4,4.227759361,0.227759361,2,0,50.92931665,-127.40675,4,bhm,12,1
1300,1398_5,PAC2018-105,2018,9,10,1398,899624.4407,659510.7685,-127.4301333,50.94066664,-127.4291667,50.94101664,14,14.91555405,0.915554047,3,0,50.94066664,-127.4301333,14,bhm,4,1
1304,1399_4,PAC2018-105,2018,9,10,1399,898223.7118,660977.3012,-127.4503,50.9537667,-127.4501,50.9537667,6.846153846,7.972303867,2.074792605,2,0,50.9537667,-127.4503,6.846153846,bhm,2,1
1384,1418_4,PAC2018-105,2018,9,10,1418,897735.1229,661545.0076,-127.4574167,50.95893332,-127.4560667,50.95823332,7.584507042,3.508686781,4.075820261,11,0,50.95893332,-127.4574167,7.584507042,bhm,3,1
1387,1419_1,PAC2018-105,2018,9,10,1419,899877.6568,661770.1189,-127.4263333,50.96139997,-127.4260833,50.96156667,8,6.613582611,1.386417389,3,0,50.96139997,-127.4263333,8,bhm,3,1
1310,1400_1,PAC2018-105,2018,9,10,1400,899134.5121,661903.1718,-127.4371833,50.96196664,-127.4369167,50.96118336,8.53125,6.06505537,2.46619463,8,0,50.96196664,-127.4371833,8.53125,bhm,4,1
1314,1401_12,PAC2018-105,2018,9,10,1401,900039.5508,662033.2072,-127.42705,50.96328335,-127.4228833,50.96375001,-1.222222222,-2.83109355,1.608871328,3,0,50.96328335,-127.42705,-1.222222222,bhm,5,1
1394,1420_1,PAC2018-105,2018,9,10,1420,899426.7805,662680.4561,-127.4334,50.96898333,-127.4335,50.96850001,5.28,2.728970289,2.551029711,2,0,50.96898333,-127.4334,5.28,bhm,3,1
4719,697_2,PAC 2014-29,2014,5,11,697,743548.0058,932428.0129,-129.8613,53.33516668,-129.8611167,53.33505001,13.56521739,13.39856148,1.225899323,3,0,53.33516668,-129.8613,13.56521739,bhm,2,1
4724,698_5,PAC 2014-29,2014,5,11,698,742457.3548,935329.7757,-129.8797167,53.36098334,-129.8801167,53.36078332,-0.294117647,-1.6818856,1.904675561,3,1,53.36098334,-129.8797167,-0.294117647,bhm,4,1
4726,699_2,PAC 2014-29,2014,5,11,699,739134.5498,940753.3232,-129.9346167,53.40753333,-129.9333666,53.40691668,8,7.958563328,0.041436672,14,1,53.40753333,-129.9346167,8,bhm,6,1
4734,700_10,PAC 2014-29,2014,5,11,700,736570.4629,944457.0313,-129.97505,53.44036668,-129.9780834,53.43844999,3,2.275250196,0.724749804,3,1,53.44036668,-129.97505,3,bhm,9,1
4868,727_1,PAC 2014-29,2014,5,11,727,742090.2981,945652.6355,-129.8946833,53.45310001,-129.8972167,53.45446666,11.14814815,11.22060108,1.075441202,12,1,53.45310001,-129.8946833,11.14814815,bhm,4,1
2855,281_3,PAC 2015-36,2015,5,11,281,620474.559,848545.736,-131.6082,52.51121667,-131.6079166,52.51098334,3.571428571,4,2.5,4,1,52.51121667,-131.6082,3.571428571,bhm,3,1
2858,282_14,PAC 2015-36,2015,5,11,282,620405.3809,850383.305,-131.6080333,52.52728332,-131.61165,52.5276,0,0,0,1,1,52.52728332,-131.6080333,0,bhm,8,1
3312,363_2,PAC 2015-36,2015,5,11,363,620702.6351,850855.5625,-131.6076167,52.53191668,-131.6080833,52.53149999,11.67741935,13,1.967741935,4,0,52.53191668,-131.6076167,11.67741935,bhm,4,1
2867,284_10,PAC 2015-36,2015,5,11,284,616194.9541,851219.6627,-131.6752167,52.53323332,-131.67435,52.53210001,-3,-6,3,1,0,52.53323332,-131.6752167,-3,bhm,7,1
2865,283_1,PAC 2015-36,2015,5,11,283,618164.9967,851440.2854,-131.6455,52.53571669,-131.6454166,52.53610001,-2.307692308,-2,0.307692308,2,0,52.53571669,-131.6455,-2.307692308,bhm,2,1
2850,280_2,PAC 2015-36,2015,5,11,280,623205.0746,851207.1468,-131.5713,52.53684998,-131.5718334,52.53668334,13.125,13,0.625,3,0,52.53684998,-131.5713,13.125,bhm,4,1
3358,370_2,PAC 2015-36,2015,5,11,370,619271.5281,852242.5582,-131.6303666,52.54328334,-131.6309167,52.54291668,10.86486486,12,2.567567568,7,0,52.54328334,-131.6303666,10.86486486,bhm,2,1
2878,286_3,PAC 2015-36,2015,5,11,286,617863.8001,852613.1712,-131.6513833,52.54570001,-131.65155,52.54596666,12.18181818,12,1.636363636,3,0,52.54570001,-131.6513833,12.18181818,bhm,3,1
2874,285_1,PAC 2015-36,2015,5,11,285,615551.1403,853504.9207,-131.6868834,52.55183334,-131.6883666,52.55118332,5.620689655,5,0.620689655,8,0,52.55183334,-131.6868834,5.620689655,bhm,4,1
2881,287_3,PAC 2015-36,2015,5,11,287,620087.852,854157.4912,-131.6204166,52.56104997,-131.6207167,52.56156667,14,17,3,3,0,52.56104997,-131.6204166,14,bhm,4,1
2885,288_1,PAC 2015-36,2015,5,11,288,618483.8114,855345.9166,-131.6450167,52.57045002,-131.6440833,52.57021669,1,1,0,1,0,52.57045002,-131.6450167,1,bhm,3,1
2888,289_4,PAC 2015-36,2015,5,11,289,616503.9635,857236.7773,-131.6766666,52.58618336,-131.6770166,52.58595002,3.244897959,2,2.428571429,5,0,52.58618336,-131.6766666,3.244897959,bhm,2,1
3443,383_4,PAC 2015-36,2015,5,11,383,620738.532,857062.3418,-131.6143667,52.58735002,-131.6140167,52.58783334,15.56521739,18,2.434782609,2,0,52.58735002,-131.6143667,15.56521739,bhm,3,1
2892,290_1,PAC 2015-36,2015,5,11,290,616298.5249,858662.0064,-131.6816333,52.59833336,-131.6817,52.59783332,15,17,2,1,0,52.59833336,-131.6816333,15,bhm,4,1
2896,291_1,PAC 2015-36,2015,5,11,291,614747.9418,860506.4487,-131.7069167,52.61375001,-131.7072333,52.61344999,6.620689655,4,2.620689655,3,0,52.61375001,-131.7069167,6.620689655,bhm,3,1
3447,384_3,PAC 2015-36,2015,5,11,384,618919.5181,860931.1622,-131.6456333,52.62076664,-131.6453667,52.62140001,6.348837209,6,1.418604651,6,1,52.62076664,-131.6456333,6.348837209,bhm,4,1
2905,294_4,PAC 2015-36,2015,5,11,294,615970.1336,861653.5844,-131.68975,52.62520002,-131.6901167,52.62510001,-1.117647059,-2,0.882352941,2,1,52.62520002,-131.68975,-1.117647059,bhm,2,1
2902,293_3,PAC 2015-36,2015,5,11,293,613574.0464,862017.4779,-131.72575,52.62666664,-131.7254333,52.62681669,13,18,5,1,0,52.62666664,-131.72575,13,bhm,2,1
2899,292_1,PAC 2015-36,2015,5,11,292,611613.7502,862476.1896,-131.7554,52.62903334,-131.7555333,52.62878335,9.117647059,8,1.941176471,3,0,52.62903334,-131.7554,9.117647059,bhm,3,1
3611,429_2,PAC 2014-58,2014,9,11,429,790149.281,871921.9944,-129.1204667,52.81420002,-129.12005,52.81426665,13.5,14.40055752,1.5,2,1,52.81420002,-129.1204667,13.5,bhm,4,1
3622,431_3,PAC 2014-58,2014,9,11,431,797303.7505,874633.0927,-129.0161,52.8412667,-129.0163167,52.84096667,8.631578947,8.89864254,0.395094068,5,0,52.8412667,-129.0161,8.631578947,bhm,3,1
3625,432_2,PAC 2014-58,2014,9,11,432,794936.3093,877712.6428,-129.0531,52.86800003,-129.0528167,52.86815001,11.91304348,12.91503525,1.727196901,3,0,52.86800003,-129.0531,11.91304348,bhm,3,1
3618,430_4,PAC 2014-58,2014,9,11,430,789381.0713,878242.9738,-129.1365833,52.87038333,-129.1359,52.87056669,9.545454545,10.75741482,1.211960272,2,1,52.87038333,-129.1365833,9.545454545,bhm,6,1
3747,460_4,PAC 2014-58,2014,9,11,460,788403.6922,881312.9442,-129.1529,52.89740003,-129.1526833,52.89784997,14,14.63570881,0.635708809,1,0,52.89740003,-129.1529,14,bhm,4,1
3640,437_3,PAC 2014-58,2014,9,11,437,794263.5577,882262.7637,-129.0662833,52.90833333,-129.0662333,52.90838331,-3,-7.071879387,4.071879387,1,1,52.90833333,-129.0662833,-3,bhm,2,1
3751,461_2,PAC 2014-58,2014,9,11,461,788993.8308,883876.3794,-129.1456,52.92090003,-129.14545,52.92105001,12,12.91668987,0.916689873,1,1,52.92090003,-129.1456,12,bhm,3,1
3641,438_1,PAC 2014-58,2014,9,11,438,789976.1753,884133.5083,-129.1307833,52.92348334,-129.1294667,52.92353331,11.96491228,11.85891533,0.678607171,7,1,52.92348334,-129.1307833,11.96491228,bhm,7,1
3754,462_11,PAC 2014-58,2014,9,11,462,787288.8668,884807.2942,-129.1737667,52.92779999,-129.1717667,52.9284167,-1,-0.439383566,0.560616434,1,1,52.92779999,-129.1737667,-1,bhm,9,1
3628,433_3,PAC 2014-58,2014,9,11,433,799382.4808,884506.4901,-128.9914833,52.93050003,-128.9912834,52.93028336,11,12.93748188,2.624993605,3,1,52.93050003,-128.9914833,11,bhm,2,1
3766,463_6,PAC 2014-58,2014,9,11,463,789725.514,888901.3556,-129.13765,52.96566664,-129.1379667,52.9659167,-3.166666667,-1.524419188,1.642247478,2,1,52.96566664,-129.13765,-3.166666667,bhm,4,1
3776,466_2,PAC 2014-58,2014,9,11,466,785629.9465,889066.5872,-129.1991,52.96588332,-129.1985167,52.96583335,12.55263158,12.78241158,1.083575901,3,0,52.96588332,-129.1991,12.55263158,bhm,5,1
3633,434_7,PAC 2014-58,2014,9,11,434,802291.4583,889221.0537,-128.951,52.97311668,-128.95105,52.97391669,-1,-0.811417997,0.188582003,1,1,52.97311668,-128.951,-1,bhm,5,1
3767,464_1,PAC 2014-58,2014,9,11,464,778859.2832,890795.5593,-129.3018667,52.97874997,-129.3020167,52.97880001,15,18.0399456,3.039945602,1,0,52.97874997,-129.3018667,15,bhm,3,1
3637,436_2,PAC 2014-58,2014,9,11,436,800338.589,890387.8619,-128.9811833,52.98351669,-128.98135,52.98353335,10,14.4136095,4.413609505,1,0,52.98351669,-128.9811833,10,bhm,2,1
3771,465_3,PAC 2014-58,2014,9,11,465,785844.1776,893090.3975,-129.1989333,53.00201667,-129.1971,53.00208333,12.43589744,13.28239441,1.21449984,3,1,53.00201667,-129.1989333,12.43589744,bhm,6,1
3635,435_2,PAC 2014-58,2014,9,11,435,803393.095,893287.5375,-128.9371333,53.01043333,-128.9371333,53.0104,8,7.382331371,0.617668629,1,1,53.01043333,-128.9371333,8,bhm,2,1
4026,531_4,PAC 2014-58,2014,9,11,531,797294.1395,947723.9206,-129.0636833,53.49583333,-129.0633833,53.49576667,0.2,-3.404907465,3.604907465,2,1,53.49583333,-129.0636833,0.2,bhm,2,1
967,1329_3,PAC2018-105,2018,9,11,1329,885223.6231,644391.3555,-127.6296333,50.80236664,-127.6302333,50.80178331,14.55319149,13.56144238,1.158987268,5,1,50.80236664,-127.6296333,14.55319149,bhm,6,1
945,1324_2,PAC2018-105,2018,9,11,1324,883336.1526,645426.1653,-127.65705,50.81113332,-127.65715,50.81110001,13,14.21823978,1.218239784,1,0,50.81113332,-127.65705,13,bhm,4,1
950,1325_4,PAC2018-105,2018,9,11,1325,880548.2822,646404.3005,-127.6966667,50.81955001,-127.69675,50.81936665,-1.052631579,-0.247471228,2.382333142,3,1,50.81955001,-127.6966667,-1.052631579,bhm,2,1
951,1326_2,PAC2018-105,2018,9,11,1326,878266.3557,647662.8373,-127.7297,50.8301,-127.7302,50.82970002,13.67857143,14.97207355,1.311454841,3,0,50.8301,-127.7297,13.67857143,bhm,5,1
956,1327_2,PAC2018-105,2018,9,11,1327,875773.6497,648559.3286,-127.76545,50.83760001,-127.7659334,50.83729998,14.85714286,15.555692669999999,1.079384668,2,0,50.83760001,-127.76545,14.85714286,bhm,6,1
4667,686_1,PAC 2014-29,2014,5,12,686,759963.3659,919605.5691,-129.6046167,53.2285,-129.6039666,53.22898334,6.831578947,5.27447176,2.195272461,9,1,53.2285,-129.6046167,6.831578947,bhm,3,1
4671,687_4,PAC 2014-29,2014,5,12,687,758066.108,923077.8804,-129.6359166,53.25828333,-129.6365167,53.25921667,-2,-2.166795254,0.166795254,1,1,53.25828333,-129.6359166,-2,bhm,4,1
4674,688_1,PAC 2014-29,2014,5,12,688,756838.2696,925074.0512,-129.6561833,53.27606665,-129.6563334,53.27631667,11.05882353,11.92630482,0.945511481,2,1,53.27606665,-129.6561833,11.05882353,bhm,5,1
4707,694_4,PAC 2014-29,2014,5,12,694,755824.9409,926269.1899,-129.6724167,53.28598334,-129.6719334,53.28603334,8.666666667,7.768390179,1.58128998,2,1,53.28598334,-129.6724167,8.666666667,bhm,3,1
4717,696_6,PAC 2014-29,2014,5,12,696,746020.1016,928276.6378,-129.82055,53.29976667,-129.8209667,53.29931666,1.62962963,3.202467203,1.897758343,4,1,53.29976667,-129.82055,1.62962963,bhm,7,1
4765,705_1,PAC 2014-29,2014,5,12,705,754198.7251,930597.3011,-129.6995167,53.32385,-129.6984,53.3235,12.84,14.83043766,2.071827583,4,1,53.32385,-129.6995167,12.84,bhm,6,1
2221,179_1,PAC 2015-36,2015,5,12,179,608702.5267,871209.3064,-131.8092333,52.70534999,-131.8102833,52.70559998,8.333333333,9,0.666666667,2,0,52.70534999,-131.8092333,8.333333333,bhm,5,1
2925,299_2,PAC 2015-36,2015,5,12,299,606408.9706,871425.7889,-131.8431167,52.70544999,-131.8443167,52.7052,10.72727273,12,1.272727273,3,1,52.70544999,-131.8431167,10.72727273,bhm,6,1
3463,387_4,PAC 2015-36,2015,5,12,387,614796.7542,871597.4176,-131.71945,52.71318334,-131.71865,52.71309999,9.882352941,12,2.117647059,3,0,52.71318334,-131.71945,9.882352941,bhm,3,1
2922,298_6,PAC 2015-36,2015,5,12,298,609377.0637,872155.1756,-131.7996167,52.71463331,-131.7999667,52.71418336,1.571428571,2,0.428571429,2,1,52.71463331,-131.7996167,1.571428571,bhm,5,1
2937,300_1,PAC 2015-36,2015,5,12,300,607719.5604,873021.3196,-131.8256333,52.72099997,-131.8258333,52.72150002,11.27777778,13,1.722222222,3,0,52.72099997,-131.8256333,11.27777778,bhm,5,1
2229,180_3,PAC 2015-36,2015,5,12,180,614662.3908,872876.0381,-131.7227333,52.72450002,-131.7228167,52.72453334,8.163265306,7,3.12244898,3,0,52.72450002,-131.7227333,8.163265306,bhm,2,1
3471,389_1,PAC 2015-36,2015,5,12,389,621329.0898,872641.6769,-131.6236666,52.72688332,-131.6235,52.72658335,13,15,2,1,0,52.72688332,-131.6236666,13,bhm,4,1
3467,388_4,PAC 2015-36,2015,5,12,388,617492.1685,873692.9015,-131.6819,52.73406665,-131.68175,52.73361664,8.275,9,1.575,3,1,52.73406665,-131.6819,8.275,bhm,5,1
2942,301_3,PAC 2015-36,2015,5,12,301,608768.486,876287.6808,-131.8139667,52.75068334,-131.8144,52.75033334,8.695652174,8,2.869565217,5,0,52.75068334,-131.8139667,8.695652174,bhm,2,1
2244,185_4,PAC 2015-36,2015,5,12,185,614493.9194,876081.9132,-131.7291167,52.75286668,-131.7289,52.75321668,12.53846154,13,1.538461538,3,1,52.75286668,-131.7291167,12.53846154,bhm,4,1
2298,196_3,PAC 2015-36,2015,5,12,196,609730.6921,876760.1046,-131.8003167,52.75558332,-131.80045,52.75581665,12.22222222,15,2.777777778,2,0,52.75558332,-131.8003167,12.22222222,bhm,3,1
