"survey_series_id","survey_id","species_code","survey_desc","trip_id","year","fishing_event_id","fe_major_level_id","latitude","longitude","grouping_code","major_stat_area_code","minor_stat_area_code","depth_m","duration_min","doorspread_m","speed_mpm","tow_length_m","catch_weight","density_kgpm2","catch_count","density_pcpm2","skate_count","hook_count","density_ppkm2","survey_series_desc","survey_abbrev","species_common_name","species_science_name","species_desc"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400401,65,52.418333,-131.183333,321,NA,NA,60.3,NA,NA,NA,NA,0,NA,118,NA,1,506,10459.003863,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400404,68,51.941666,-130.91,322,NA,NA,129.8,NA,NA,NA,NA,1.81,NA,2,NA,1,499,179.758022,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400408,72,52.445,-131.408333,321,NA,NA,45.7,NA,NA,NA,NA,6.35,NA,7,NA,1,495,634.237145,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400409,73,52.511666,-131.355,323,NA,NA,201.1,NA,NA,NA,NA,0.91,NA,1,NA,1,500,89.699253,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400411,75,52.503333,-131.236666,322,NA,NA,100.5,NA,NA,NA,NA,1.36,NA,2,NA,1,497,180.481395,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400412,76,52.893333,-131.63,321,NA,NA,69.4,NA,NA,NA,NA,3.63,NA,4,NA,1,499,359.516045,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400413,77,52.885,-131.541666,322,NA,NA,89.6,NA,NA,NA,NA,0,NA,20,NA,1,497,1804.813953,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1400415,79,52.836666,-131.48,322,NA,NA,100.5,NA,NA,NA,NA,17.24,NA,19,NA,1,499,1707.701218,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440336,7,54.551666,-131.143333,322,NA,NA,146.3,NA,NA,NA,NA,0.45,NA,5,NA,1,497,451.203488,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440339,10,54.658333,-131.156666,323,NA,NA,212.1,NA,NA,NA,NA,0.45,NA,2,NA,1,505,177.622284,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440343,14,54.495,-131.498333,322,NA,NA,128,NA,NA,NA,NA,0,NA,1,NA,1,495,90.605306,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440346,17,54.591666,-131.111666,322,NA,NA,128,NA,NA,NA,NA,0,NA,6,NA,1,501,537.121278,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440348,19,53.625,-130.65,322,NA,NA,78.6,NA,NA,NA,NA,0.45,NA,2,NA,1,496,180.845269,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440349,20,53.571666,-130.641666,321,NA,NA,29.2,NA,NA,NA,NA,0,NA,87,NA,1,497,7850.940696,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440350,21,53.523333,-130.666666,321,NA,NA,47.5,NA,NA,NA,NA,0,NA,64,NA,1,504,5695.190696,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440351,22,53.738333,-130.396666,321,NA,NA,60.3,NA,NA,NA,NA,0,NA,3,NA,1,500,269.09776,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440353,24,53.821666,-130.821666,322,NA,NA,98.7,NA,NA,NA,NA,4.08,NA,19,NA,1,500,1704.285815,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440355,26,54.15,-130.595,322,NA,NA,84.1,NA,NA,NA,NA,4.08,NA,21,NA,1,500,1883.684322,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440356,27,54.113333,-130.485,322,NA,NA,113.3,NA,NA,NA,NA,0,NA,5,NA,1,502,446.709429,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440357,28,54.023333,-130.691666,321,NA,NA,47.5,NA,NA,NA,NA,0,NA,1,NA,1,500,89.699253,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440358,29,54.06,-130.723333,322,NA,NA,140.8,NA,NA,NA,NA,0,NA,6,NA,1,497,541.444185,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440359,30,53.998333,-130.851666,321,NA,NA,69.4,NA,NA,NA,NA,0,NA,17,NA,1,500,1524.887309,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440360,31,53.95,-130.825,321,NA,NA,51.2,NA,NA,NA,NA,2.27,NA,10,NA,1,512,875.969272,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440361,32,53.91,-130.896666,322,NA,NA,76.8,NA,NA,NA,NA,0,NA,4,NA,1,509,352.452862,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440362,33,53.93,-130.855,321,NA,NA,36.5,NA,NA,NA,NA,0,NA,8,NA,1,501,716.161704,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440363,34,54.111666,-130.746666,321,NA,NA,49.3,NA,NA,NA,NA,0,NA,13,NA,1,500,1166.090295,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440364,35,54.145,-130.946666,321,NA,NA,69.4,NA,NA,NA,NA,0,NA,5,NA,1,499,449.395057,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440365,36,54.233333,-130.998333,322,NA,NA,80.4,NA,NA,NA,NA,0,NA,28,NA,1,504,2491.645929,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440366,37,54.356666,-130.828333,321,NA,NA,65.8,NA,NA,NA,NA,0,NA,23,NA,1,503,2050.77816,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440368,39,54.458333,-130.49,321,NA,NA,29.2,NA,NA,NA,NA,0,NA,46,NA,1,500,4126.165659,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440372,43,54.58,-130.69,321,NA,NA,47.5,NA,NA,NA,NA,0.45,NA,4,NA,1,500,358.797013,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440374,45,54.523333,-130.8,321,NA,NA,51.2,NA,NA,NA,NA,2.72,NA,15,NA,1,506,1329.534389,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440375,46,54.468333,-131.07,322,NA,NA,155.4,NA,NA,NA,NA,1.36,NA,8,NA,1,500,717.594027,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440377,48,54.361666,-130.986666,321,NA,NA,43.8,NA,NA,NA,NA,2.27,NA,10,NA,1,500,896.992534,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440378,49,54.333333,-131.013333,321,NA,NA,58.5,NA,NA,NA,NA,0,NA,28,NA,1,497,2526.739534,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440379,50,54.255,-130.703333,322,NA,NA,109.7,NA,NA,NA,NA,0.45,NA,1,NA,1,500,89.699253,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440380,51,54.221666,-130.691666,322,NA,NA,124.3,NA,NA,NA,NA,0.45,NA,3,NA,1,503,267.492803,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440381,52,54.185,-130.853333,322,NA,NA,91.4,NA,NA,NA,NA,0.45,NA,2,NA,1,499,179.758022,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440383,54,54.293333,-130.655,322,NA,NA,100.5,NA,NA,NA,NA,0,NA,7,NA,1,500,627.894774,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1440384,55,54.311666,-130.653333,322,NA,NA,137.1,NA,NA,NA,NA,0,NA,1,NA,1,501,89.520213,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467933,3,52.543333,-129.536666,322,NA,NA,76.8,NA,NA,NA,NA,1.36,NA,2,NA,1,502,178.683771,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467934,4,52.58,-129.518333,322,NA,NA,100.5,NA,NA,NA,NA,2.72,NA,3,NA,1,500,269.09776,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467944,14,52.936666,-129.703333,322,NA,NA,87.7,NA,NA,NA,NA,0.91,NA,1,NA,1,499,89.879011,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467945,15,52.94,-129.781666,322,NA,NA,87.7,NA,NA,NA,NA,0.91,NA,1,NA,1,498,90.059491,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467948,18,53.175,-130.093333,322,NA,NA,102.4,NA,NA,NA,NA,0.91,NA,1,NA,1,499,89.879011,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467949,19,53.186666,-130.091666,322,NA,NA,85.9,NA,NA,NA,NA,2.72,NA,3,NA,1,492,273.473333,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467950,20,53.186666,-130.013333,322,NA,NA,100.5,NA,NA,NA,NA,24.49,NA,36,NA,1,493,3275.023453,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467951,21,52.97,-129.416666,321,NA,NA,54.8,NA,NA,NA,NA,8.16,NA,12,NA,1,492,1093.893335,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467960,30,53.343333,-130.6,322,NA,NA,118.8,NA,NA,NA,NA,0.91,NA,1,NA,1,500,89.699253,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467961,31,53.376666,-130.553333,322,NA,NA,93.2,NA,NA,NA,NA,6.8,NA,6,NA,1,499,539.274068,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467963,33,53.291666,-130.333333,322,NA,NA,109.7,NA,NA,NA,NA,0.91,NA,1,NA,1,500,89.699253,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467965,35,53.306666,-130.248333,322,NA,NA,118.8,NA,NA,NA,NA,4.54,NA,5,NA,1,498,450.297457,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
22,108,"4XE","2006 PHMA Rockfish Longline Survey - Outside North",NA,2006,1467969,39,52.74,-129.288333,321,NA,NA,40.2,NA,NA,NA,NA,9.53,NA,7,NA,1,496,632.958441,"Hard Bottom Longline Outside North ","HBLL OUT N","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506658,122,54.542066,-131.356683,73,"08","04",102,18,59.1,85.000017,1700,1.72,1.7119538171e-05,3,3.31773929199443e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506661,125,54.433883,-131.337233,74,"08","04",196,19,59.1,85.000017,1640,0.04,4.12694482e-07,1,1.04770714484035e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506664,128,53.84715,-130.815416,73,"08","04",86,19,54.5,83.33335,1680,0.54,5.897771953e-06,1,1.15886022211497e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506669,133,54.133016,-131.166466,72,"08","04",30,15,59.1,91.666685,1420,0.74,8.817711685e-06,1,1.23057966466702e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506670,134,54.18555,-131.296433,72,"08","04",25,15,59.1,76.666682,1270,1.56,2.0784204005e-05,1,1.47134525123231e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506671,135,53.67325,-130.796566,72,"08","05",45,20,52.1,88.333351,1690,0.21,2.385035605e-06,1,1.08644457320831e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506674,138,53.518,-131.273933,72,"08","01",27,20,59.1,88.333351,1730,2.85,2.7874768933e-05,1,9.57762474858768e-06,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506689,153,52.9565,-130.67215,72,"07","06",60,18,59.1,91.666685,1630,0.63,6.539815017e-06,1,1.02548305388919e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506559,23,53.10525,-130.243716,74,"07","06",186,18,59.1,85.000017,1700,0.9,8.95789788e-06,1,1.10591309733148e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506567,31,52.917183,-131.273816,73,"07","02",82,20,59.1,83.33335,1710,0.14,1.385301946e-06,1,1.01522822335029e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506568,32,52.902116,-131.283116,72,"07","02",110,19,59.1,85.000017,1620,0.74,7.729105304e-06,1,1.04770714484035e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506570,34,52.97635,-130.97615,72,"07","02",30,16,59.1,85.000017,1190,0.31,4.407854512e-06,1,1.24415223449791e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506571,35,53.05545,-131.068916,72,"07","02",35,19,59.1,85.000017,1540,2.16,2.3732612565e-05,2,2.09541428968069e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506573,37,53.080516,-130.934383,72,"07","02",56,21,59.1,85.000017,1680,0.4,4.028684232e-06,1,9.47925511998407e-06,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506574,38,53.0351,-130.8937,72,"07","02",51,19,59.1,85.000017,1640,0.56,5.777722752e-06,1,1.04770714484035e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506575,39,53.015183,-130.8269,73,"07","02",72,20,59.1,85.000017,1660,5.89,6.0037102726e-05,3,2.98596536279498e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506591,55,53.301016,-131.310633,72,"07","02",28,16,59.1,85.000017,1250,0.75,1.0152284264e-05,1,1.24415223449791e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506597,61,53.038133,-131.32515,72,"07","02",33,21,51.3,85.000017,1680,1.42,1.6476376125e-05,1,1.09205453721454e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506600,64,53.31055,-131.5852,72,"08","01",28,19,59.1,88.333351,1690,0.13,1.301574906e-06,1,1.00817102616712e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506601,65,53.344616,-131.540316,72,"08","01",34,21,59.1,83.33335,1650,2.8,2.8713531252e-05,2,1.93376804447675e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
3,111,"4XE","2007 Hecate Strait Synoptic",63486,2007,1506603,67,53.529066,-131.061633,72,"08","05",41,19,59.1,76.666682,1260,0.8,1.0743157951e-05,1,1.16158835623603e-05,NA,NA,NA,"Hecate Strait Synoptic Bottom Trawl","SYN HS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
1,121,"4XE","2007 Queen Charlotte Sound Synoptic",63726,2007,1506732,16,51.788816,-128.555316,19,"06","08",141,19,70.3,98.333353,2010,0.58,4.104654537e-06,1,7.61360297336665e-06,NA,NA,NA,"Queen Charlotte Sound Synoptic Bottom Trawl","SYN QCS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
16,122,"4XE","2007 West Coast Haida Gwaii Synoptic Survey",64010,2007,1521641,105,53.671833,-133.277166,153,"09","31",804,44,65.3,68.333347,2100,0.05,3.64617516e-07,1,5.09332570466196e-06,NA,NA,NA,"West Coast Haida Gwaii Synoptic Bottom Trawl","SYN WCHG","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
4,126,"4XE","2008 West Coast Vancouver Island Synoptic",65586,2008,1720043,27,48.718783,-125.47715,66,"03","23",120,25,67,88.333351,2070,1.8,1.2978585334e-05,1,6.75865818079441e-06,NA,NA,NA,"West Coast Vancouver Island Synoptic Bottom Trawl","SYN WCVI","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
4,126,"4XE","2008 West Coast Vancouver Island Synoptic",65586,2008,1720056,40,48.926983,-125.7372,65,"03","23",97,20,59,88.333351,1680,0.84,8.474576271e-06,1,9.59385801087343e-06,NA,NA,NA,"West Coast Vancouver Island Synoptic Bottom Trawl","SYN WCVI","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
4,126,"4XE","2008 West Coast Vancouver Island Synoptic",65586,2008,1720145,129,49.474416,-127.14835,66,"04","25",147,24,68,110.000022,2910,0,0,1,5.57040886809292e-06,NA,NA,NA,"West Coast Vancouver Island Synoptic Bottom Trawl","SYN WCVI","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1341127,5,52.318333,-129.5,133,NA,NA,175,NA,NA,NA,NA,0,NA,1,NA,6,577,34.546217,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1366222,1,54.319833,-131.4335,134,NA,NA,170,NA,NA,NA,NA,0,NA,2,NA,6,601,66.333335,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1366224,3,54.5145,-131.15,134,NA,NA,137,NA,NA,NA,NA,0,NA,4,NA,6,599,133.109632,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1366225,4,54.3465,-131.15,134,NA,NA,62,NA,NA,NA,NA,0,NA,65,NA,6,597,2170.277861,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1366226,5,53.846333,-130.8665,134,NA,NA,87,NA,NA,NA,NA,0,NA,14,NA,6,598,466.662782,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1366227,6,53.680833,-130.8665,134,NA,NA,47,NA,NA,NA,NA,0,NA,32,NA,6,597,1068.444485,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1366228,7,53.514166,-130.866666,134,NA,NA,91,NA,NA,NA,NA,0,NA,22,NA,6,598,733.32723,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
14,133,"4XE","2006 IPHC Longline Survey",NA,2006,1366229,8,53.651833,-130.583,134,NA,NA,34,NA,NA,NA,NA,0,NA,13,NA,6,598,433.329726,"International Pacific Halibut Commission Fishery-Independent Setline Survey","IPHC FISS","sunflower starfish","pycnopodia helianthoides","sunflower starfish"
