x1,location_code_numeric,dec_lat,dec_long,location,depth,pres_abs,density_m2,totalpycnos,area,population_phase,depth_bin,event_year,date,region_full,region_shall,region_deep,source,b_time,max_depth,abundance,date_2,wasting,wasting_presence,site_ymd,n,multiple_surveys
14803,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,12/13/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.43554_-123.1195_12/13/2014,1,0
14762,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/4/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.43554_-123.1195_12/4/2013,1,0
13536,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,2/1/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.43554_-123.1195_2/1/2014,1,0
13685,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,3/18/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.43554_-123.1195_3/18/2014,1,0
13722,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,3/21/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.43554_-123.1195_3/21/2016,1,0
13735,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Current,shallow,2017,3/27/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.43554_-123.1195_3/27/2017,1,0
13822,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,4/25/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.43554_-123.1195_4/25/2016,1,0
14034,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,6/16/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.43554_-123.1195_6/16/2015,1,0
14054,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Current,shallow,2018,6/29/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.43554_-123.1195_6/29/2018,1,0
13996,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,6/7/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.43554_-123.1195_6/7/2014,1,0
14408,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Current,shallow,2018,9/28/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.43554_-123.1195_9/28/2018,1,0
14361,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,9/6/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.43554_-123.1195_9/6/2014,1,0
14375,47.43554_-123.1195,47.43554,-123.1195,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,9/9/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.43554_-123.1195_9/9/2015,1,0
13396,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,1/12/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_1/12/2014,1,0
13453,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,1/18/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_1/18/2016,1,0
14501,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,10/11/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_10/11/2014,1,0
14537,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Current,shallow,2017,10/6/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_10/6/2017,1,0
14722,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Current,shallow,2019,11/1/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_11/1/2019,1,0
14649,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/14/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.45248_-122.3792_11/14/2013,1,0
14713,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Current,shallow,2018,11/2/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_11/2/2018,1,0
14680,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/30/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.45248_-122.3792_11/30/2013,1,0
14712,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Current,shallow,2017,11/30/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_11/30/2017,1,0
14639,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/7/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.45248_-122.3792_11/7/2013,1,0
14759,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/2/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.45248_-122.3792_12/2/2013,1,0
14785,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2013,12/27/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.45248_-122.3792_12/27/2013,1,0
13580,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2015,2/15/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_2/15/2015,1,0
13595,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,2/22/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_2/22/2016,1,0
13686,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,3/18/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_3/18/2014,1,0
13749,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Current,shallow,2018,3/23/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_3/23/2018,1,0
13808,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,4/1/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_4/1/2015,1,0
13797,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,4/19/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_4/19/2014,1,0
13959,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Current,shallow,2019,5/30/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_5/30/2019,1,0
13924,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,5/9/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_5/9/2016,1,0
14033,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2015,6/10/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_6/10/2015,1,0
14249,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,8/1/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.45248_-122.3792_8/1/2016,1,0
14379,47.45248_-122.3792,47.45248,-122.3792,n/a,NA,0,NA,NA,NA,Decline,shallow,2015,9/23/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.45248_-122.3792_9/23/2015,1,0
13379,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,1/4/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.51667_-123.0333_1/4/2014,2,1
14531,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,10/10/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.51667_-123.0333_10/10/2016,1,0
14813,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,12/28/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.51667_-123.0333_12/28/2015,1,0
13586,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,2/26/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.51667_-123.0333_2/26/2015,2,1
13681,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,3/16/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.51667_-123.0333_3/16/2014,1,0
13738,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Current,shallow,2018,3/2/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.51667_-123.0333_3/2/2018,2,1
13760,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,0,NA,NA,NA,Current,shallow,2019,3/21/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.51667_-123.0333_3/21/2019,1,0
13724,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,3/28/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.51667_-123.0333_3/28/2016,1,0
14161,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Current,shallow,2017,7/28/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.51667_-123.0333_7/28/2017,1,0
14135,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,7/8/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.51667_-123.0333_7/8/2015,1,0
14411,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Current,shallow,2019,9/13/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.51667_-123.0333_9/13/2019,1,0
14405,47.51667_-123.0333,47.51667,-123.0333,n/a,NA,1,NA,NA,NA,Current,shallow,2018,9/21/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.51667_-123.0333_9/21/2018,1,0
14051,47.52_-122.517,47.52,-122.517,n/a,NA,0,NA,NA,NA,Current,shallow,2018,6/16/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.52_-122.517_6/16/2018,1,0
14098,47.56481_-123.0146,47.56481,-123.0146,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,7/8/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.56481_-123.0146_7/8/2014,1,0
13740,47.57896_-122.6324,47.57896,-122.6324,n/a,NA,0,NA,NA,NA,Current,shallow,2018,3/9/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.57896_-122.6324_3/9/2018,1,0
14648,47.58023_-122.4133,47.58023,-122.4133,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/13/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.58023_-122.4133_11/13/2013,1,0
13748,47.58023_-122.4133,47.58023,-122.4133,n/a,NA,1,NA,NA,NA,Current,shallow,2018,3/21/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.58023_-122.4133_3/21/2018,1,0
14532,47.59108_-122.3815,47.59108,-122.3815,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,10/16/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.59108_-122.3815_10/16/2016,1,0
14631,47.59108_-122.3815,47.59108,-122.3815,n/a,NA,1,NA,NA,NA,Historic,shallow,2013,11/2/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.59108_-122.3815_11/2/2013,1,0
14632,47.59108_-122.3815,47.59108,-122.3815,n/a,NA,0,NA,NA,NA,Decline,shallow,2013,11/3/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.59108_-122.3815_11/3/2013,1,0
14681,47.59108_-122.3815,47.59108,-122.3815,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/30/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.59108_-122.3815_11/30/2013,1,0
14052,47.59459_-122.4773,47.59459,-122.4773,n/a,NA,0,NA,NA,NA,Current,shallow,2018,6/20/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.59459_-122.4773_6/20/2018,1,0
14167,47.59459_-122.4773,47.59459,-122.4773,n/a,NA,0,NA,NA,NA,Current,shallow,2018,7/19/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.59459_-122.4773_7/19/2018,1,0
13709,47.59906_-122.4986,47.59906,-122.4986,n/a,NA,0,NA,NA,NA,Decline,shallow,2015,3/5/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.59906_-122.4986_3/5/2015,1,0
13741,47.59906_-122.4986,47.59906,-122.4986,n/a,NA,0,NA,NA,NA,Current,shallow,2018,3/9/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.59906_-122.4986_3/9/2018,1,0
14041,47.59906_-122.4986,47.59906,-122.4986,n/a,NA,1,NA,NA,NA,Current,shallow,2017,6/16/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.59906_-122.4986_6/16/2017,1,0
14288,47.59906_-122.4986,47.59906,-122.4986,n/a,NA,0,NA,NA,NA,Current,shallow,2019,8/19/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.59906_-122.4986_8/19/2019,1,0
14378,47.59906_-122.4986,47.59906,-122.4986,n/a,NA,0,NA,NA,NA,Decline,shallow,2015,9/16/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.59906_-122.4986_9/16/2015,1,0
14394,47.59906_-122.4986,47.59906,-122.4986,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,9/26/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.59906_-122.4986_9/26/2016,1,0
13784,47.63048_-122.3959,47.63048,-122.3959,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,4/10/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.63048_-122.3959_4/10/2014,1,0
13455,47.66176_-122.9021,47.66176,-122.9021,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,1/31/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.66176_-122.9021_1/31/2016,1,0
13456,47.70836_-122.875,47.70836,-122.875,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,1/31/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.70836_-122.875_1/31/2016,1,0
14123,47.73686_-122.8603,47.73686,-122.8603,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,7/26/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.73686_-122.8603_7/26/2014,1,0
13470,47.76275_-122.8518,47.76275,-122.8518,n/a,NA,1,NA,NA,NA,Current,shallow,2019,1/4/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.76275_-122.8518_1/4/2019,1,0
14555,47.76275_-122.8518,47.76275,-122.8518,n/a,NA,1,NA,NA,NA,Current,shallow,2019,10/18/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.76275_-122.8518_10/18/2019,1,0
13753,47.76275_-122.8518,47.76275,-122.8518,n/a,NA,1,NA,NA,NA,Current,shallow,2018,3/30/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.76275_-122.8518_3/30/2018,1,0
13951,47.76275_-122.8518,47.76275,-122.8518,n/a,NA,1,NA,NA,NA,Current,shallow,2019,5/10/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.76275_-122.8518_5/10/2019,1,0
14179,47.76275_-122.8518,47.76275,-122.8518,n/a,NA,1,NA,NA,NA,Current,shallow,2019,7/26/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.76275_-122.8518_7/26/2019,1,0
14400,47.76275_-122.8518,47.76275,-122.8518,n/a,NA,1,NA,NA,NA,Current,shallow,2017,9/8/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.76275_-122.8518_9/8/2017,1,0
13479,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,1,NA,NA,NA,Current,shallow,2019,1/27/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_1/27/2019,1,0
14718,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2018,11/24/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_11/24/2018,2,1
14699,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,11/6/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_11/6/2016,1,0
13610,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2019,2/16/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_2/16/2019,1,0
13757,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2019,3/16/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_3/16/2019,1,0
13761,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2019,3/23/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_3/23/2019,2,1
13733,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2017,3/25/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_3/25/2017,1,0
14048,47.81369_-122.3828,47.81369,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2018,6/9/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.81369_-122.3828_6/9/2018,2,1
13465,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Current,shallow,2018,1/14/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.8137_-122.3828_1/14/2018,1,0
13461,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Current,shallow,2017,1/16/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.8137_-122.3828_1/16/2017,1,0
14510,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,10/25/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.8137_-122.3828_10/25/2014,2,1
14665,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/23/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.8137_-122.3828_11/23/2013,2,1
14720,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Current,shallow,2018,11/24/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.8137_-122.3828_11/24/2018,1,0
14760,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/2/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.8137_-122.3828_12/2/2013,1,0
14784,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/24/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.8137_-122.3828_12/24/2013,1,0
14786,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/28/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.8137_-122.3828_12/28/2013,1,0
14769,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/7/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.8137_-122.3828_12/7/2013,1,0
13611,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2019,2/16/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.8137_-122.3828_2/16/2019,1,0
13682,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,3/16/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.8137_-122.3828_3/16/2014,1,0
13758,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,0,NA,NA,NA,Current,shallow,2019,3/16/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.8137_-122.3828_3/16/2019,1,0
13683,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,3/17/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.8137_-122.3828_3/17/2014,1,0
13713,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,3/21/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.8137_-122.3828_3/21/2015,1,0
13695,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,3/22/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.8137_-122.3828_3/22/2014,1,0
13763,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,1,NA,NA,NA,Current,shallow,2019,3/23/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.8137_-122.3828_3/23/2019,1,0
13661,47.8137_-122.3828,47.8137,-122.3828,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,3/9/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.8137_-122.3828_3/9/2014,1,0
