H_key,Line,species,weight,estimated,num_caught,num_per_kg,SetNum,Year,Month,Day,soak_hrs,MinDepth,MaxDepth,DepthUnit,StatArea,SubArea,GeogLoc,StartLatDeg,StartLatMin,StartLongDeg,StartLongMin,TrapSpacing
15701,1,4TA,2.5,TRUE,2,,1,2014,7,14,24,10,12,M,24,9,"Tofino, Lemmons",49,12.28299999,125,51.95199966,30
15702,1,4TA,3.5,TRUE,3,,2,2014,7,14,24,5,8,M,24,9,Tofino Harbour,49,9.958000183,125,53.26900101,30
15703,1,4TA,3.5,TRUE,3,,3,2014,7,14,25,12,12,M,24,9,"Tofino, Bronning",49,8.512999535,125,52.77799988,30
15704,2,4TA,2.5,TRUE,2,,1,2014,7,15,168,20,20,M,24,6,Tofino,49,13.83500004,125,56.83300018,30
15704,1,4XE,1.5,TRUE,1,,1,2014,7,15,168,20,20,M,24,6,Tofino,49,13.83500004,125,56.83300018,30
15705,1,4TA,1.5,TRUE,1,,2,2014,7,15,289,25,30,M,24,7,Tofino,49,14.26900005,125,54.69400024,30
15706,1,4TA,3.5,TRUE,3,,3,2014,7,15,290,7,7,M,24,9,Tofino Harbour,49,9.965000153,125,53.22600174,30
15707,1,4TA,2.5,TRUE,4,,4,2014,7,15,292,12,12,M,24,9,"Tofino, Lemmons",49,12.13099957,125,51.74100113,30
15718,1,4XE,2,TRUE,1,,3,2014,7,25,48,15,17,M,28,7,Vancouver,49,17.35400009,123,11.66399956,50
15737,2,4XE,1,TRUE,1,,2,2014,8,7,48,15,16,M,24,9,Tofino,49,11.86900043,125,52.13700104,30
15742,1,4XE,3.5,TRUE,3,,1,2014,8,18,48,30,30,M,18,2,Ganges,48,50.81100082,123,24.36199951,30
15743,1,4TA,2.5,TRUE,2,,2,2014,8,18,74,80,80,M,18,4,Ganges,48,48.95800018,123,21.30400085,30
15744,1,4TA,1,TRUE,1,,3,2014,8,18,51,40,40,M,18,3,Ganges,48,48.60699844,123,25.21899986,30
15747,1,4XE,2.5,TRUE,3,,6,2014,8,18,54,20,20,M,19,5,Cordova Bay,48,32.44400024,123,19.15299988,30
15748,1,4XE,1.5,TRUE,1,,7,2014,8,18,55,15,15,M,19,5,Cordova Bay,48,31.12100029,123,20.21299934,30
15752,1,4TA,2.5,TRUE,2,,1,2014,8,21,75,1,4,M,12,39,Health Bay,50,41.47700119,126,34.91999817,30
15753,1,4TA,1,TRUE,1,,2,2014,8,21,76,5,5,M,12,39,Health Bay,50,40.89400101,126,34.68600082,30
15805,1,4XE,3.5,TRUE,8,2,32,2014,9,11,176,54.90000153,54.90000153,M,101,10,1,54,13.97099972,131,36.91899872,
15808,1,4XE,20,TRUE,42,2,35,2014,9,12,177,73.19999695,73.19999695,M,101,10,1,54,10.64000034,131,44.47800064,
15809,1,4XE,8,TRUE,16,2,36,2014,9,12,184,0,0,M,101,10,1,54,10.64000034,131,44.47800064,
15810,2,4XE,5,TRUE,11,2,37,2014,9,12,187,40,40,M,101,10,1,54,10.62100029,131,44.37599945,
15811,1,4XE,0.5,TRUE,1,,38,2014,9,12,161,8,8,M,101,10,1,54,11.47599983,131,39.37200165,
15812,1,4XE,0.5,TRUE,1,,39,2014,9,13,164,44,44,M,101,7,1,54,9.532999992,131,48.0530014,
15813,1,4XE,1,TRUE,2,,40,2014,9,13,207,14,14,M,101,10,1,54,11.50300026,131,40.33000183,
15814,1,4XE,30,TRUE,59,2,41,2014,9,13,187,16,16,M,101,10,1,54,11.3409996,131,42.1269989,
15815,1,4XE,1,TRUE,3,3,42,2014,9,13,206,9,9,M,1,5,1,54,5.892000198,131,47.40499878,
15818,1,4XE,0.5,TRUE,1,,45,2014,9,13,243,0,0,M,104,5,2,54,9.715999603,131,23.3390007,
15821,1,4XE,0.5,TRUE,1,2,48,2014,9,25,192,16.46999931,29.28000069,M,104,5,1,54,5,131,27,
15830,1,4XE,0.5,TRUE,1,2,57,2014,9,26,216,42.09000015,60.38999939,M,101,10,2,54,12,131,42,
15833,2,4XE,0.5,TRUE,1,2,60,2014,9,26,216,21.95999908,47.58000183,M,101,10,2,54,12,131,42,
15835,1,4XE,0.5,TRUE,1,2,62,2014,9,26,216,21.95999908,47.58000183,M,101,10,2,54,12,131,42,
15836,1,4XE,1,TRUE,2,2,63,2014,9,26,216,21.95999908,47.58000183,M,101,10,2,54,12,131,42,
15837,1,4XE,5.199999809,TRUE,7,,64,2014,9,26,216,40,40,M,1,5,2,54,8,131,48,
15840,1,4XE,0.5,TRUE,1,2,67,2014,9,26,216,40,40,M,1,5,2,54,8,131,48,
15847,1,4XE,1,TRUE,1,,1,2014,10,7,120,50,50,M,18,10,Fulford Harbour,48,44.45999908,123,24.67700005,30
15848,1,4TA,1.5,TRUE,1,,2,2014,10,7,48,30,30,M,19,5,Sidney Spit,48,39.56100082,123,22.15500069,30
15849,1,4XE,3.5,TRUE,3,,3,2014,10,7,50,12,13,M,19,5,Sidney Spit,48,38.17300034,123,20.62899971,30
15850,1,4XE,1.5,TRUE,2,,4,2014,10,7,74,13,14,M,19,5,South of James,48,33.6269989,123,19.8939991,30
15851,1,4XE,2.5,TRUE,2,,5,2014,10,7,76,20,20,M,19,5,South of James,48,33.13700104,123,20.06599998,30
15853,1,4TA,2.5,TRUE,2,,7,2014,10,7,78,20,20,M,19,5,Sidney Spit,48,38.95600128,123,20.87000084,30
15855,1,4TA,1.5,TRUE,2,,1,2014,10,8,74,30,30,M,24,11,Indian Bay,49,6.795000076,125,43.46099854,30
15856,1,4XE,2.5,TRUE,2,,2,2014,10,8,124,12,12,M,24,9,Bronning,49,8.977000237,125,53.20000076,30
15857,2,4XE,1,TRUE,1,,3,2014,10,8,100,7,7,M,24,9,Bronning,49,8.991999626,125,53.32600021,30
20932,1,4TA,0.25,TRUE,1,,1,2020,2,2,20,10,20,M,12,26,Lagoon Cove,50,35.73099899,126,18.76499939,60
20324,2,4TA,0.100000001,TRUE,1,,3,2019,5,16,26,2,8,M,19,5,Sidney Spit,48,38.64199829,123,20.50499916,30
20327,1,4TA,0.400000006,TRUE,1,,2,2019,5,17,23,0,10,M,12,6,Indian Ch,50,35.38000107,126,36.38000107,55
20332,1,4TA,0.5,TRUE,2,,4,2019,5,17,23,2,5,M,12,26,Dead Point,50,35.50600052,126,35.08599854,50
20336,2,4TA,1.200000048,TRUE,1,,2,2019,5,18,20,10,30,M,12,26,Cutter Cove,50,37.00699997,126,16.24900055,115
20370,1,4TA,0.200000003,TRUE,1,,5,2019,6,4,120,30,50,M,12,26,Beware Passage,50,35.30099869,126,33.62599945,20
20371,1,4TA,0.200000003,TRUE,1,,6,2019,6,4,96,10,30,M,12,18,Malcom Is,50,37.17699814,126,58.76900101,40
20434,2,4TA,1.200000048,TRUE,2,,2,2019,7,16,168,5,10,M,12,35,Sargeant Passage,50,41.59199905,126,11.79399967,33
20438,1,4TA,1.299999952,TRUE,1,,1,2019,7,17,23,2,10,M,12,26,Cutter Cove,50,37.14500046,126,15.71199989,80
20438,3,4TA,0.200000003,TRUE,1,,1,2019,7,17,23,2,10,M,12,26,Cutter Cove,50,37.14500046,126,15.71199989,80
20444,1,4TA,0.100000001,TRUE,1,,4,2019,7,21,24,4,5,M,29,8,Boundary Bay,49,0.505999982,122,57.84700012,30
20465,2,4TA,0.100000001,TRUE,1,,1,2019,7,27,24,6,7,M,19,5,Sidney Spit,48,38.59500122,123,20.55599976,30
20474,2,4TG,0.200000003,TRUE,1,5,5,2019,8,17,,40,62,F,105,2,22 Line,53,16.52599907,131,6.489999771,0
20556,1,4TA,1,TRUE,1,,4,2019,9,11,20,2,10,M,12,6,Leone Is,50,36.01599884,126,38.76900101,60
18563,1,4TA,1.5,TRUE,1,,1,2017,7,12,24,10,12,M,24,9,Lemmons,49,12.56099987,125,52.25699997,30
18564,1,4TA,2.5,TRUE,2,,2,2017,7,12,26,10,10,M,24,9,Lemmons,49,11.66800022,125,52.02199936,30
18587,1,4XE,2.5,TRUE,2,,1,2017,8,9,96,20,20,M,24,6,Yellow Bank,49,12.06999969,125,55.66400146,30
18588,1,4TA,1.5,TRUE,1,,2,2017,8,9,50,20,20,M,24,6,Elbow Bank,49,12.85999966,125,55.9469986,30
18602,1,4TA,3,TRUE,2,,4,2017,8,22,52,30,30,M,19,5,South of James,48,34.8730011,123,19.22400093,30
18603,1,4TA,1.5,TRUE,1,,5,2017,8,22,126,10,10,M,19,5,South of James,48,33.8730011,123,19.36000061,30
18605,1,4TA,3,TRUE,2,,7,2017,8,22,104,30,30,M,19,5,South of James,48,33.90000153,123,21.27000046,30
18609,1,4TA,1.5,TRUE,1,,4,2017,8,23,244,10,10,M,17,2,Tricomali Ch,48,54.22399902,123,30.22999954,30
18615,1,4TA,3.5,TRUE,3,,5,2017,8,24,22,30,30,M,19,5,North of James,48,37.81999969,123,23.04800034,30
18671,1,4TA,1.5,TRUE,1,,2,2017,9,6,24,20,20,M,24,6,Yellow Bank,49,14.24499989,125,56.79999924,30
18678,1,4TA,2.5,TRUE,2,,9,2017,9,6,56,10,10,M,24,9,Bronning,49,8.453000069,125,52.66600037,30
18680,1,4XE,2.5,TRUE,2,,2,2017,9,7,24,10,10,M,24,9,Bronning,49,8.487000465,125,52.70700073,30
18704,1,4TA,2.5,TRUE,2,,6,2017,9,24,25,10,10,M,12,26,Canoe Passage,50,36.67100143,126,33.72100067,30
18737,1,4XE,3,TRUE,2,,3,2017,10,25,24,10,20,M,19,5,South of James,48,33.99200058,123,20.09399986,30
18793,1,4TA,0.5,TRUE,1,,5,2017,11,4,72,6,18,M,29,8,Boundary Bay,49,0.405000001,122,53.14899826,30
16982,1,4XE,1.5,TRUE,1,,1,2016,3,9,168,20,25,M,24,9,Tofino Hbr,49,9.472999573,125,53.52299881,30
16983,1,4XE,1.5,TRUE,2,,2,2016,3,9,169,12,12,M,24,7,Yellow Bank,49,13.68599987,125,55.29399872,30
16993,1,4XE,2.5,TRUE,2,,2,2016,3,22,23,13,14,M,24,9,Bronning,49,7.93900013,125,51.41799927,30
16994,1,4TA,1,TRUE,1,,1,2016,3,24,168,20,30,M,17,2,Houston Passage,48,57.68500137,123,36.31800079,30
16996,2,4TA,1,TRUE,1,,3,2016,3,24,172,20,20,M,19,5,South of James,48,33.56399918,123,20.64299965,30
16999,1,4TA,1.5,TRUE,1,,2,2016,3,28,170,10,12,M,19,5,South of James,48,33.73199844,123,20.43600082,30
17094,1,4TA,2.5,TRUE,2,,1,2016,5,9,23,30,30,M,24,9,Lemmons,49,12.43500042,125,52.0909996,30
17022,1,4TA,1.5,TRUE,1,,1,2016,4,7,72,12,12,M,24,9,Lemmons,49,12.55000019,125,52.31800079,30
17023,1,4TA,2.5,TRUE,2,,2,2016,4,7,72,12,12,M,24,9,Lemmons,49,12.01200008,125,51.92100143,30
17025,1,4TA,1,TRUE,1,,4,2016,4,7,74,10,11,M,24,9,Tofino Hbr.,49,10.15400028,125,54.1780014,30
17033,1,4XE,3,TRUE,2,,3,2016,4,18,32,10,10,M,12,26,Canoe Passage,50,36.66899872,126,33.68199921,30
17391,1,4TA,1.5,TRUE,1,,1,2016,7,5,22,10,10,M,24,9,Lemmens,49,12.07299995,125,51.88399887,30
16550,1,4TA,1.5,TRUE,2,,1,2015,9,1,52,10,10,M,24,9,Bronning,49,7.824999809,125,50.78499985,30
16551,1,4TA,1.5,TRUE,2,,2,2015,9,1,54,10,10,M,24,9,Bronning,49,8.088999748,125,51.68999863,30
16552,1,4TA,1.5,TRUE,2,,3,2015,9,1,55,50,50,M,24,11,Indian Ch,49,7.206999779,125,44.73699951,30
16553,1,4XE,2,TRUE,1,,1,2015,9,2,71,15,15,M,24,9,Bronning,49,8.911000252,125,53.26200104,30
16557,1,4TA,2,TRUE,2,,5,2015,9,2,24,10,10,M,24,9,Bronning,49,8.656999588,125,53.04800034,30
16558,1,4XE,1.5,TRUE,1,,6,2015,9,2,174,14,14,M,24,9,Lemmons,49,12.47599983,125,52.88600159,30
16560,1,4XE,1.5,TRUE,1,,1,2015,9,7,23,10,10,M,12,6,Mound Bay,50,35.29299927,126,38.91799927,30
16569,1,4TA,1.5,TRUE,1,,6,2015,9,14,77,10,10,M,19,5,James South,48,34.5929985,123,20.86300087,30
16570,1,4TA,2.5,TRUE,2,,1,2015,9,15,24,10,10,M,19,5,Sidney Spit,48,38.33000183,123,20.78700066,30
16571,2,4TA,1,TRUE,1,,2,2015,9,15,49,10,10,M,19,5,Sidney Spit,48,38.94900131,123,19.7329998,30
16572,1,4TA,1.5,TRUE,1,,3,2015,9,15,24,10,10,M,19,5,North of James,48,37.05500031,123,21.33699989,30
16573,1,4TA,2.5,TRUE,2,,4,2015,9,15,24,10,16,M,19,5,James South,48,35.11700058,123,21.14599991,30
16526,1,4TA,2,TRUE,2,,1,2015,8,20,72,12,12,M,24,9,Lemmons,49,12.43700027,125,52.83399963,30
16528,1,4TA,1,TRUE,1,,3,2015,8,20,76,5,6,M,24,9,Tofino Hbr,49,9.795999527,125,53.36999893,30
16529,1,4TA,1.5,TRUE,2,,1,2015,8,21,45,10,12,M,24,9,Bronning,49,8.458000183,125,52.7159996,30
16642,1,4XE,2.5,TRUE,2,,1,2015,10,8,72,12,12,M,24,9,Lemmons,49,12.29599953,125,52.83300018,30
16643,1,4XE,1.5,TRUE,1,,2,2015,10,8,72,13,13,M,24,9,Tofino Harbour,49,9.510000229,125,54.15800095,30
16644,2,4XE,1.5,TRUE,1,,3,2015,10,8,50,14,14,M,24,9,Lemmons,49,10.38300037,125,53.50799942,30
16644,1,4TA,1,TRUE,1,,3,2015,10,8,50,14,14,M,24,9,Lemmons,49,10.38300037,125,53.50799942,30
16645,1,4TA,2,TRUE,1,,4,2015,10,8,75,10,10,M,24,9,Bronning,49,8.781000137,125,53.0379982,30
16646,1,4TA,3,TRUE,2,,5,2015,10,8,52,13,13,M,24,9,Bronning,49,8.154999733,125,51.79199982,30
16648,1,4TA,1.5,TRUE,2,,2,2015,10,14,72,17,17,M,19,5,Sidney Spit,48,38.79899979,123,20.83600044,30
16649,1,4TA,1,TRUE,1,,3,2015,10,14,74,0,0,M,19,5,Sidney Spit,48,38.64500046,123,20.55500031,30
16653,1,4XE,1.5,TRUE,1,,7,2015,10,14,126,13,13,M,18,3,Ganges Hbr,48,50.4280014,123,26.82900047,30
16655,1,4XE,3,TRUE,2,,2,2015,10,21,122,35,35,M,15,2,Savory Is,49,57.13299942,124,49.18799973,30
16660,1,4TA,0.200000003,TRUE,1,,5,2015,10,28,72,0,1,M,29,9,Richmond,49,3.183000088,123,15.47700024,30
20901,2,4TA,1,TRUE,2,,3,2020,1,6,23,2,30,M,12,26,Port Elizabeth,50,40.19499969,126,30.62599945,80
20935,1,4TA,2,TRUE,1,,1,2020,2,3,24,10,20,M,12,26,Lagoon Cove,50,35.73600006,126,18.76399994,80
20940,1,4TA,0.300000012,TRUE,1,,1,2020,2,4,22,10,20,M,12,26,Lagoon Cove,50,35.73699951,126,18.7689991,45
21952,1,4TA,0.300000012,TRUE,1,,1,2020,3,14,22,2,5,M,12,26,Cracroft Inlet,50,35.49900055,126,18.9090004,45
21953,1,4TA,0.300000012,TRUE,1,,2,2020,3,14,23,2,5,M,12,26,Cracroft Inlet,50,35.27099991,126,18.80800056,60
21988,1,4TA,0.5,TRUE,1,,2,2020,5,8,24,10,30,M,12,26,Doctor Islets,50,39.37599945,126,17.38999939,20
21991,2,4TA,2,TRUE,1,,3,2020,5,8,24,10,30,M,12,26,Doctor Islets,50,39.06600189,126,17.95100021,20
17968,2,4XE,2.5,TRUE,2,,1,2017,1,22,24,10,10,M,12,6,Mound Bay,50,35.33399963,126,39.09400177,30
17970,1,4XE,2,TRUE,1,,1,2017,1,24,173,10,10,M,24,11,Indian Ch,49,6.600999832,125,45.59999847,30
17974,1,4TA,2.5,TRUE,2,,2,2017,1,25,24,7,10,M,24,9,Lemmons Inlet,49,13.69200039,125,50.82600021,30
18003,1,4TA,3,TRUE,2,,4,2017,3,14,172,30,33,M,19,5,James Is,48,37.27299881,123,21.21299934,30
18004,1,4TA,1.5,TRUE,1,,5,2017,3,14,173,20,20,M,19,5,South of James,48,33.5870018,123,20.11000061,30
18048,1,4TA,1.5,TRUE,1,,1,2017,4,4,22,32,32,M,19,5,North of James,48,37.49499893,123,21.74300003,30
18049,1,4TA,1,TRUE,1,,2,2017,4,4,22,20,20,M,19,5,North of James,48,37.06800079,123,21.17300034,30
16956,1,4XE,,FALSE,4,,25,2014,5,16,15,-0.699999988,1.299999952,M,6,10,Betteridge Inlet 4,53,5.822999954,129,28.84300041,10
16957,2,4XE,,FALSE,3,,26,2014,5,17,16,,,M,6,9,FISH CAMP 1,53,1.116999984,129,36.32500076,10
16958,6,4XE,,FALSE,7,,27,2014,5,17,16,,,M,6,9,OFF CHART 2,53,1.480000019,129,36.13899994,10
16959,5,4XE,,TRUE,1,,28,2014,5,17,16,,,M,6,9,GILLESPIE PASSAGE 2,53,2.642999887,129,37.24399948,10
16962,3,4XE,,FALSE,1,,31,2014,5,19,14,-3.299999952,1.700000048,M,5,21,KINGKOWN 3,53,30.99900055,130,23.36899948,10
16963,3,4XE,,FALSE,1,,32,2014,5,19,14,1.700000048,6.699999809,M,5,21,KINGKOWN 4,53,30.50699997,130,24.20899963,10
16964,1,4XE,,FALSE,2,,33,2014,7,4,22,1.5,1.5,M,7,21,Gale Pass North,52,12.85999966,128,23.11000061,10
16971,3,4XE,,FALSE,1,,2,2014,6,24,20,-0.670000017,-0.090000004,M,23,8,Nettle Island,48,55.67599869,125,14.97299957,10
22028,1,4TA,1.5,TRUE,1,,1,2020,5,21,24,10,20,M,19,5,Sidney Spit,48,39.04999924,123,20.89299965,20
16064,2,4XE,,TRUE,1,,40,2014,6,13,21,-0.800000012,1.899999976,M,23,4,Rainy Bay,48,58.94800186,125,1.944000006,10
16071,2,4XE,,TRUE,1,,47,2014,6,17,25,-1.399999976,6.300000191,M,23,8,Sechart,48,57.4620018,125,15.45300007,10
16072,2,4XE,,TRUE,1,,48,2014,6,17,24,-1,6.300000191,M,23,8,Sechart,48,57.44200134,125,15.42099953,10
16084,3,4XE,,TRUE,1,,60,2014,6,20,23,-1.399999976,3.299999952,M,23,9,Mayne Bay,48,58.47900009,125,17.42399979,10
16087,2,4XE,,TRUE,1,,63,2014,6,21,22,-0.200000003,7.900000095,M,23,10,Secret Beach,49,0.043000001,125,22.11199951,10
16091,1,4XE,,TRUE,1,,67,2014,6,23,26,-1.299999952,8.600000381,M,23,3,Ritherdon Bay,48,57.1590004,124,58.72700119,10
16092,1,4XE,,TRUE,1,,68,2014,6,23,26,-1.100000024,1.5,M,23,3,Ritherdon Bay,48,57.11600113,124,58.72800064,10
16095,2,4XE,,TRUE,1,,71,2014,6,23,23,-1.200000048,7.199999809,M,23,6,Vernon Bay,49,0.563000023,125,8.612999916,10
16107,1,4XE,,TRUE,3,,83,2014,6,27,23,-0.600000024,4.5,M,23,6,Effingham Inlet (mid),49,3.028000116,125,9.836000443,10
16108,1,4XE,,TRUE,1,,84,2014,6,27,23,-0.400000006,6.199999809,M,23,6,Effingham Inlet (mid),49,2.99000001,125,9.854000092,10
16111,2,4XE,,TRUE,1,,87,2014,6,27,23,-0.899999976,7.300000191,M,23,6,Effingham Inlet (head),49,5.697000027,125,11.86999989,10
17188,1,4XE,3,TRUE,2,,4,2016,6,21,52,20,20,M,19,5,South of James,48,33.8370018,123,19.77099991,30
17190,1,4TA,2.5,TRUE,2,,1,2016,6,22,22,20,22,M,19,5,Sidney Spit,48,39.22100067,123,20.15099907,30
17191,1,4XE,1.5,TRUE,1,,2,2016,6,22,23,20,23,M,19,5,North of James,48,37.81100082,123,22.56100082,30
16362,1,4XE,3,TRUE,2,,1,2015,5,18,50,20,20,M,24,9,Tofino Hbr,49,9.475000381,125,53.56900024,30
16367,1,4TA,2.5,TRUE,1,,3,2015,5,28,28,25,30,M,19,5,North of James,48,37.4980011,123,22.36300087,30
16721,1,4XE,2,TRUE,2,,1,2015,11,4,194,10,10,M,24,9,Bronning,49,8.147999763,125,52.32699966,30
16722,1,4XE,1,TRUE,1,,2,2015,11,4,194,10,10,M,24,9,Lemmons,49,10.32699966,125,53.48099899,30
16730,1,4TA,1.5,TRUE,1,,2,2015,11,19,98,23,23,M,19,5,Sidney,48,39.93700027,123,22.70400047,30
16735,1,4TA,1.5,TRUE,1,,4,2015,11,20,24,10,10,M,19,5,North of James,48,37.10499954,123,21.61000061,30
16748,1,4TA,2.5,TRUE,2,,1,2015,11,26,22,5,5,M,12,6,Mound Bay,50,35.32099915,126,39.05400085,30
16749,1,4TA,1.5,TRUE,1,,2,2015,11,26,23,10,10,M,12,26,Village Ch,50,36.61000061,126,34.2140007,30
16754,1,4TA,1.5,TRUE,1,,1,2015,12,7,135,50,50,M,24,10,Fortune Ch,49,9.267999649,125,46.84700012,30
16755,1,4TA,2.5,TRUE,2,,2,2015,12,7,98,50,50,M,24,11,Indian Ch,49,7.474999905,125,44.56600189,30
16756,1,4TA,1,TRUE,1,,3,2015,12,7,124,20,20,M,24,11,Indian Ch,49,7.915999889,125,46.54299927,30
16760,1,4XE,2.5,TRUE,2,,2,2015,12,22,49,12,12,M,17,2,Monague Harbour,48,53.34400177,123,24.06500053,30
16764,1,4TA,2.5,TRUE,2,,6,2015,12,22,342,10,10,M,19,5,South of James,48,34.49300003,123,19.15800095,30
16765,1,4TA,1,TRUE,1,,7,2015,12,22,102,10,10,M,19,5,South of James,48,33.97700119,123,20.01099968,30
16138,1,4TA,1.5,TRUE,1,,1,2014,12,15,358,15,16,M,17,16,Boat Hbr,49,6.244999886,123,47.67200089,30
16139,1,4TA,2.5,TRUE,2,,2,2014,12,15,338,25,30,M,17,8,Kulper Is,48,57.44300079,123,37.14099884,30
16140,1,4TA,1.5,TRUE,2,,1,2014,12,16,48,15,17,M,19,5,Sidney Spit,48,38.9980011,123,19.7670002,30
16142,1,4XE,1,TRUE,1,,3,2014,12,16,98,15,17,M,19,5,Cordova Bay,48,30.00200081,123,18.54800034,30
16143,1,4XE,2,TRUE,2,,4,2014,12,16,76,20,22,M,19,5,Cordova Bay,48,29.32299995,123,17.74799919,30
16163,1,4XE,2.5,TRUE,2,,2,2015,1,20,146,23,30,M,19,5,South of James,48,33.07400131,123,19.88400078,30
16164,1,4XE,4,TRUE,3,,3,2015,1,20,148,20,20,M,19,5,Cordova Bay,48,31.79899979,123,20.31599998,30
16174,1,4XE,3,TRUE,2,,1,2015,2,5,170,30,30,M,24,9,Indian Isle,49,7.006999969,125,47.81900024,30
16246,1,4TA,1.5,TRUE,1,,1,2015,3,3,24,8,10,M,19,5,North of James,48,37.06900024,123,21.33399963,30
16247,1,4TA,3,TRUE,2,,2,2015,3,3,24,20,20,M,19,5,South of James,48,34.26100159,123,20.42000008,30
16260,1,4TA,2.5,TRUE,2,,5,2015,3,17,26,25,25,M,24,9,Bronning,49,9.008999825,125,53.0019989,30
16267,1,4TA,0.25,TRUE,2,,1,2015,3,25,22,10,10,M,12,26,Native Anchorage,50,36.71699905,126,34.22499847,30
16268,1,4TA,3.5,TRUE,3,,2,2015,3,25,22,10,10,M,12,6,Mound Bay,50,35.32400131,126,39.08100128,30
16353,1,4XE,2.5,TRUE,2,,1,2015,5,7,24,10,12,M,24,9,Lemmons,49,12.23200035,125,51.88899994,30
16275,1,4XE,1.5,TRUE,1,,1,2015,4,3,48,13,13,M,24,9,Tofino Hbr,49,9.470999718,125,54.37900162,30
16276,1,4XE,1.5,TRUE,1,,2,2015,4,3,48,8,8,M,24,9,Bronning,49,8.465999603,125,52.32500076,30
16277,1,4XE,2.5,TRUE,2,,3,2015,4,3,49,8,15,M,24,9,Bronning,49,8.378000259,125,52.7179985,30
16359,1,4XE,2.5,TRUE,2,,3,2015,5,11,,13,15,M,12,26,Native Anchorage,50,36.63000107,126,34.22900009,30
16361,1,4XE,2.5,TRUE,2,,2,2015,5,14,24,30,35,M,19,5,South of James,48,34.44100189,123,19.10300064,30
18394,1,4XE,1.5,TRUE,1,,2,2017,5,5,23,10,12,M,12,6,Mound Bay,50,35.34500122,126,38.67699814,30
19283,1,4X8,,TRUE,1,,38,2011,11,9,21,-1.200000048,-1.100000024,M,23,8,Sechart Channel,48,57.18700027,125,14.99600029,10
22187,2,4TA,0.200000003,TRUE,1,,5,2020,8,22,24,5,10,M,29,8,Boundary Bay,49,0.094999999,122,56.93000031,50
22230,1,4TA,0.899999976,TRUE,2,,1,2020,9,28,168,50,55,M,20,4,Giacier Pt,48,22.98600006,123,57.93000031,50
22362,1,4TA,0.200000003,TRUE,1,,4,2020,12,2,480,10,30,M,12,39,Health Bay,50,41.35699844,126,35.97800064,25
22310,1,4TA,2,TRUE,1,,2,2020,11,4,20,10,20,M,12,26,Lagoon Cove,50,35.72100067,126,18.7310009,40
22374,1,4TA,0.5,TRUE,1,,2,2020,12,5,144,11,30,M,18,5,Plumper Sound,48,48.47399902,123,14.67800045,30
18937,1,4TA,4.25,TRUE,5,,2,2018,2,15,264,2,10,M,12,18,Malcom Island,50,37.14500046,126,55.32500076,60
18942,1,4TA,1,TRUE,1,,2,2018,2,16,264,10,30,M,12,6,Malcom Island,50,39.63600159,126,52.22499847,60
18948,1,4XE,1.5,TRUE,1,,1,2018,2,27,22,20,20,M,19,5,North of James,48,37.3390007,123,22.10700035,30
18951,1,4XE,3,TRUE,2,,1,2018,2,28,24,10,15,M,19,5,South of James,48,33.95899963,123,20.03700066,30
19703,1,4TA,2,TRUE,2,,3,2018,8,11,24,5,18,M,29,8,Boundary Bay,49,0.150999993,122,54.87400055,40
19721,1,4TA,1.200000048,TRUE,1,,2,2018,8,15,144,0,2,M,12,26,Canoe Pass,50,37.17699814,126,31.51499939,20
19723,1,4TA,0.200000003,TRUE,1,,2,2018,8,16,360,5,10,M,12,6,Malcome Is NE,50,38.63600159,126,51.39199829,50
19724,1,4TA,1.299999952,TRUE,2,,3,2018,8,16,360,5,30,M,12,6,Lizard Point,50,40.04800034,126,53.43999863,50
18841,1,4TA,1.5,TRUE,1,,1,2017,12,11,23,10,30,M,12,26,Canoe Passage,50,36.65800095,126,34.54800034,20
18856,1,4TA,3,TRUE,2,,4,2017,12,20,22,10,10,M,19,5,South of James,48,34.06000137,123,20.21199989,30
19285,6,4X8,,TRUE,3,,40,2011,11,9,20,-0.800000012,-0.200000003,M,23,8,Sechart Channel,48,57.16999817,125,15.01200008,10
19301,3,4X8,,TRUE,1,,56,2012,3,6,20,-0.200000003,2.200000048,M,23,10,Refuge Island,49,1.730999947,125,18.77499962,10
19323,2,4X8,,TRUE,4,,78,2012,5,2,21,0.100000001,2.799999952,M,23,8,Sechart Channel,48,57.15200043,125,14.99100018,10
19329,2,4X8,,TRUE,1,,84,2012,5,30,23,0.899999976,1.299999952,M,23,10,Refuge Island,49,1.741000056,125,18.73600006,10
19335,3,4X8,,TRUE,1,,90,2012,5,31,22,-0.649999976,-0.550000012,M,23,8,Sechart Channel,48,57.16999817,125,14.98499966,10
19351,4,4X8,,TRUE,1,,106,2012,7,24,17,-1.100000024,-0.800000012,M,23,8,Sechart Channel,48,57.24900055,125,15.13500023,10
19370,3,4X8,,TRUE,1,,125,2012,9,18,20,-1.700000048,-1.5,M,23,8,Sechart Channel,48,57.17300034,125,14.99600029,10
19376,3,4X8,,TRUE,1,,131,2012,9,19,22,-0.600000024,-0.100000001,M,23,10,Refuge Island,49,1.75,125,18.77099991,10
19388,2,4X8,,TRUE,1,,143,2012,11,14,22,1.899999976,2,M,23,8,Sechart Channel,48,57.15299988,125,14.99400043,10
19399,2,4X8,,TRUE,1,,3,2012,11,7,19,-1.600000024,-1.200000048,M,17,13,DEPBAY,49,12.61200047,123,57.20899963,10
