,ID,Survey,Year,Month,Day,HKey,x,y,LonDeep,LatDeep,LonShallow,LatShallow,mean_CorDepthM,mean_bathy,mean_depthdiff,NumQuadrats,PYC
2831,276_6,PAC 2015-36,2015,5,17,276,626320.7072,848720.636,-131.5222833,52.51745001,-131.52235,52.51679999,-3,-3,0,2,0
2832,277_2,PAC 2015-36,2015,5,17,277,628622.2273,847637.3656,-131.4872333,52.50868333,-131.48725,52.50834999,12,13,1,1,1
2833,277_3,PAC 2015-36,2015,5,17,277,628620.1147,847617.8653,-131.4872333,52.50868333,-131.48725,52.50834999,8,7,1,1,0
2834,277_4,PAC 2015-36,2015,5,17,277,628618.002,847598.365,-131.4872333,52.50868333,-131.48725,52.50834999,2.826086957,2,1.434782609,3,0
2835,277_6,PAC 2015-36,2015,5,17,277,628613.7767,847559.3644,-131.4872333,52.50868333,-131.48725,52.50834999,0,-1,1,1,0
2836,277_7,PAC 2015-36,2015,5,17,277,628611.6641,847539.8641,-131.4872333,52.50868333,-131.48725,52.50834999,-2,-2,0,1,0
2837,277_8,PAC 2015-36,2015,5,17,277,628609.5514,847520.3638,-131.4872333,52.50868333,-131.48725,52.50834999,-5,-5,0,1,1
2838,278_1,PAC 2015-36,2015,5,17,278,623737.531,847302.4123,-131.5586,52.50209999,-131.5580166,52.50068334,11,11,0,1,0
2839,278_10,PAC 2015-36,2015,5,17,278,623765.3079,847137.2696,-131.5586,52.50209999,-131.5580166,52.50068334,-1,-1,0,2,0
2840,278_11,PAC 2015-36,2015,5,17,278,623768.3942,847118.9204,-131.5586,52.50209999,-131.5580166,52.50068334,-2.375,-2,0.375,2,0
2841,278_2,PAC 2015-36,2015,5,17,278,623740.6173,847284.0631,-131.5586,52.50209999,-131.5580166,52.50068334,10,10,0,1,0
2842,278_8,PAC 2015-36,2015,5,17,278,623759.1352,847173.968,-131.5586,52.50209999,-131.5580166,52.50068334,2,2,0,1,0
2843,278_9,PAC 2015-36,2015,5,17,278,623762.2216,847155.6188,-131.5586,52.50209999,-131.5580166,52.50068334,0,0,0,1,0
2844,279_2,PAC 2015-36,2015,5,17,279,624651.1187,849217.953,-131.5476,52.52025,-131.5482833,52.52084999,12,12,0.666666667,3,0
2845,279_3,PAC 2015-36,2015,5,17,279,624641.4227,849234.6248,-131.5476,52.52025,-131.5482833,52.52084999,8.722222222,10,1.277777778,4,0
2846,279_4,PAC 2015-36,2015,5,17,279,624631.7268,849251.2966,-131.5476,52.52025,-131.5482833,52.52084999,3.105263158,1,2.105263158,4,0
2847,279_6,PAC 2015-36,2015,5,17,279,624612.335,849284.6401,-131.5476,52.52025,-131.5482833,52.52084999,-1.892857143,-2,0.75,4,0
2848,279_7,PAC 2015-36,2015,5,17,279,624602.6391,849301.3119,-131.5476,52.52025,-131.5482833,52.52084999,-5,-4,1,1,0
2850,280_2,PAC 2015-36,2015,5,11,280,623205.0746,851207.1468,-131.5713,52.53684998,-131.5718334,52.53668334,13.125,13,0.625,3,0
2851,280_3,PAC 2015-36,2015,5,11,280,623188.9902,851200.4109,-131.5713,52.53684998,-131.5718334,52.53668334,8.888888889,11,2.111111111,2,0
2852,280_5,PAC 2015-36,2015,5,11,280,623156.8214,851186.9392,-131.5713,52.53684998,-131.5718334,52.53668334,0.962962963,0,1.888888889,3,0
2853,280_6,PAC 2015-36,2015,5,11,280,623140.7371,851180.2033,-131.5713,52.53684998,-131.5718334,52.53668334,-4,-5,1,1,0
2854,281_2,PAC 2015-36,2015,5,11,281,620464.9892,848561.1237,-131.6082,52.51121667,-131.6079166,52.51098334,11.13043478,12,1.304347826,4,0
2855,281_3,PAC 2015-36,2015,5,11,281,620474.559,848545.736,-131.6082,52.51121667,-131.6079166,52.51098334,3.571428571,4,2.5,4,1
2856,281_5,PAC 2015-36,2015,5,11,281,620493.6987,848514.9605,-131.6082,52.51121667,-131.6079166,52.51098334,-1.823529412,-5,3.176470588,2,1
2857,282_12,PAC 2015-36,2015,5,11,282,620444.1057,850374.5458,-131.6080333,52.52728332,-131.61165,52.5276,2,2,0,1,0
2858,282_14,PAC 2015-36,2015,5,11,282,620405.3809,850383.305,-131.6080333,52.52728332,-131.61165,52.5276,0,0,0,1,1
2859,282_2,PAC 2015-36,2015,5,11,282,620637.7295,850330.7494,-131.6080333,52.52728332,-131.61165,52.5276,14.38461538,15,0.615384615,2,0
2860,282_3,PAC 2015-36,2015,5,11,282,620618.3671,850335.129,-131.6080333,52.52728332,-131.61165,52.5276,13,13,0,1,0
2861,282_5,PAC 2015-36,2015,5,11,282,620579.6423,850343.8883,-131.6080333,52.52728332,-131.61165,52.5276,9.378787879,10,0.621212121,7,1
2862,282_6,PAC 2015-36,2015,5,11,282,620560.2799,850348.2679,-131.6080333,52.52728332,-131.61165,52.5276,8,8,0,3,0
2863,282_7,PAC 2015-36,2015,5,11,282,620540.9176,850352.6476,-131.6080333,52.52728332,-131.61165,52.5276,7,7,0,1,0
2864,282_8,PAC 2015-36,2015,5,11,282,620521.5552,850357.0272,-131.6080333,52.52728332,-131.61165,52.5276,5,5,0,1,0
2865,283_1,PAC 2015-36,2015,5,11,283,618164.9967,851440.2854,-131.6455,52.53571669,-131.6454166,52.53610001,-2.307692308,-2,0.307692308,2,0
2866,283_3,PAC 2015-36,2015,5,11,283,618172.9269,851477.3097,-131.6455,52.53571669,-131.6454166,52.53610001,2.833333333,0,2.833333333,4,0
2867,284_10,PAC 2015-36,2015,5,11,284,616194.9541,851219.6627,-131.6752167,52.53323332,-131.67435,52.53210001,-3,-6,3,1,0
2868,284_4,PAC 2015-36,2015,5,11,284,616153.6735,851331.1809,-131.6752167,52.53323332,-131.67435,52.53210001,9,9,0,4,0
2869,284_5,PAC 2015-36,2015,5,11,284,616160.5536,851312.5946,-131.6752167,52.53323332,-131.67435,52.53210001,8,8,0,5,0
2870,284_6,PAC 2015-36,2015,5,11,284,616167.4337,851294.0082,-131.6752167,52.53323332,-131.67435,52.53210001,7,7,0,3,0
2871,284_7,PAC 2015-36,2015,5,11,284,616174.3138,851275.4218,-131.6752167,52.53323332,-131.67435,52.53210001,6,6,0,1,0
2872,284_8,PAC 2015-36,2015,5,11,284,616181.1939,851256.8354,-131.6752167,52.53323332,-131.67435,52.53210001,5,5,0,1,0
2873,284_9,PAC 2015-36,2015,5,11,284,616188.074,851238.2491,-131.6752167,52.53323332,-131.67435,52.53210001,-1,2,3,1,0
2874,285_1,PAC 2015-36,2015,5,11,285,615551.1403,853504.9207,-131.6868834,52.55183334,-131.6883666,52.55118332,5.620689655,5,0.620689655,8,0
2875,285_5,PAC 2015-36,2015,5,11,285,615486.6155,853465.7957,-131.6868834,52.55183334,-131.6883666,52.55118332,1.857142857,2,1,3,0
2876,285_8,PAC 2015-36,2015,5,11,285,615438.2218,853436.4519,-131.6868834,52.55183334,-131.6883666,52.55118332,-2,-1,1,1,0
2877,285_9,PAC 2015-36,2015,5,11,285,615422.0906,853426.6706,-131.6868834,52.55183334,-131.6883666,52.55118332,-3,-3,0,1,0
2878,286_3,PAC 2015-36,2015,5,11,286,617863.8001,852613.1712,-131.6513833,52.54570001,-131.65155,52.54596666,12.18181818,12,1.636363636,3,0
2879,286_4,PAC 2015-36,2015,5,11,286,617859.0819,852629.4134,-131.6513833,52.54570001,-131.65155,52.54596666,4.4375,3,2.229166667,3,0
2880,286_6,PAC 2015-36,2015,5,11,286,617849.6453,852661.8979,-131.6513833,52.54570001,-131.65155,52.54596666,-2,-1,1,2,0
2881,287_3,PAC 2015-36,2015,5,11,287,620087.852,854157.4912,-131.6204166,52.56104997,-131.6207167,52.56156667,14,17,3,3,0
2882,287_4,PAC 2015-36,2015,5,11,287,620083.1027,854175.3927,-131.6204166,52.56104997,-131.6207167,52.56156667,9.48,9,1.36,7,0
2883,287_5,PAC 2015-36,2015,5,11,287,620078.3534,854193.2941,-131.6204166,52.56104997,-131.6207167,52.56156667,2.875,2,1.3125,4,0
2884,287_6,PAC 2015-36,2015,5,11,287,620073.6041,854211.1955,-131.6204166,52.56104997,-131.6207167,52.56156667,-1,-1,0,1,0
2885,288_1,PAC 2015-36,2015,5,11,288,618483.8114,855345.9166,-131.6450167,52.57045002,-131.6440833,52.57021669,1,1,0,1,0
2886,288_2,PAC 2015-36,2015,5,11,288,618500.4947,855337.4281,-131.6450167,52.57045002,-131.6440833,52.57021669,5,2,3,3,0
2887,288_4,PAC 2015-36,2015,5,11,288,618533.8613,855320.4512,-131.6450167,52.57045002,-131.6440833,52.57021669,-0.44,0,0.44,4,0
2888,289_4,PAC 2015-36,2015,5,11,289,616503.9635,857236.7773,-131.6766666,52.58618336,-131.6770166,52.58595002,3.244897959,2,2.428571429,5,0
2889,289_5,PAC 2015-36,2015,5,11,289,616490.7253,857224.3817,-131.6766666,52.58618336,-131.6770166,52.58595002,-2,-5,3,1,0
2892,290_1,PAC 2015-36,2015,5,11,290,616298.5249,858662.0064,-131.6816333,52.59833336,-131.6817,52.59783332,15,17,2,1,0
2893,290_2,PAC 2015-36,2015,5,11,290,616295.6515,858644.3061,-131.6816333,52.59833336,-131.6817,52.59783332,11.07894737,11,1.605263158,4,0
2894,290_3,PAC 2015-36,2015,5,11,290,616292.7781,858626.6059,-131.6816333,52.59833336,-131.6817,52.59783332,5,4,1,2,0
2895,290_5,PAC 2015-36,2015,5,11,290,616287.0312,858591.2054,-131.6816333,52.59833336,-131.6817,52.59783332,-0.152173913,1,1.152173913,3,0
2896,291_1,PAC 2015-36,2015,5,11,291,614747.9418,860506.4487,-131.7069167,52.61375001,-131.7072333,52.61344999,6.620689655,4,2.620689655,3,0
2897,291_3,PAC 2015-36,2015,5,11,291,614725.8558,860477.3697,-131.7069167,52.61375001,-131.7072333,52.61344999,1,-1,2,1,0
2898,291_4,PAC 2015-36,2015,5,11,291,614714.8129,860462.8301,-131.7069167,52.61375001,-131.7072333,52.61344999,-3,-4,1,1,0
2899,292_1,PAC 2015-36,2015,5,11,292,611613.7502,862476.1896,-131.7554,52.62903334,-131.7555333,52.62878335,9.117647059,8,1.941176471,3,0
2900,292_2,PAC 2015-36,2015,5,11,292,611607.4556,862461.039,-131.7554,52.62903334,-131.7555333,52.62878335,4,3,1,1,0
2901,292_3,PAC 2015-36,2015,5,11,292,611601.161,862445.8885,-131.7554,52.62903334,-131.7555333,52.62878335,-0.2,1,1.2,2,0
2902,293_3,PAC 2015-36,2015,5,11,293,613574.0464,862017.4779,-131.72575,52.62666664,-131.7254333,52.62681669,13,18,5,1,0
2903,293_5,PAC 2015-36,2015,5,11,293,613601.6722,862035.6949,-131.72575,52.62666664,-131.7254333,52.62681669,1.466666667,2,3.466666667,3,0
2904,294_3,PAC 2015-36,2015,5,11,294,615986.3821,861659.3801,-131.68975,52.62520002,-131.6901167,52.62510001,9.810810811,10,2.459459459,4,0
2905,294_4,PAC 2015-36,2015,5,11,294,615970.1336,861653.5844,-131.68975,52.62520002,-131.6901167,52.62510001,-1.117647059,-2,0.882352941,2,1
2906,295_2,PAC 2015-36,2015,5,18,295,614749.9156,865052.9977,-131.7122334,52.65458336,-131.7133167,52.65428333,14.675,17,2.325,4,0
2907,295_3,PAC 2015-36,2015,5,18,295,614732.307,865046.6025,-131.7122334,52.65458336,-131.7133167,52.65428333,10.58878505,11,1.289719626,7,0
2908,295_5,PAC 2015-36,2015,5,18,295,614697.0897,865033.8121,-131.7122334,52.65458336,-131.7133167,52.65428333,5.094594595,5,1.175675676,5,0
2909,295_6,PAC 2015-36,2015,5,18,295,614679.481,865027.4169,-131.7122334,52.65458336,-131.7133167,52.65428333,0.272727273,0,1,2,0
2910,296_3,PAC 2015-36,2015,5,18,296,612136.8707,870231.7466,-131.7568167,52.69906667,-131.7570167,52.69876664,10.22580645,12,1.774193548,3,0
2911,296_4,PAC 2015-36,2015,5,18,296,612128.307,870214.6573,-131.7568167,52.69906667,-131.7570167,52.69876664,3.234042553,3,2.234042553,5,0
2912,296_5,PAC 2015-36,2015,5,18,296,612119.7433,870197.5681,-131.7568167,52.69906667,-131.7570167,52.69876664,-3,-5,2,1,0
2913,297_1,PAC 2015-36,2015,5,18,297,611503.1412,870380.1627,-131.7665833,52.69961669,-131.7672167,52.69873333,13.29411765,14,0.705882353,2,0
2914,297_2,PAC 2015-36,2015,5,18,297,611494.0961,870363.2288,-131.7665833,52.69961669,-131.7672167,52.69873333,10.76470588,11,1.176470588,8,0
2915,297_3,PAC 2015-36,2015,5,18,297,611485.0511,870346.2948,-131.7665833,52.69961669,-131.7672167,52.69873333,6.142857143,6,0.551020408,6,1
2916,297_6,PAC 2015-36,2015,5,18,297,611457.9159,870295.4929,-131.7665833,52.69961669,-131.7672167,52.69873333,3,3,0,1,0
2917,297_8,PAC 2015-36,2015,5,18,297,611439.8258,870261.6249,-131.7665833,52.69961669,-131.7672167,52.69873333,-1,0,1,2,0
2918,297_9,PAC 2015-36,2015,5,18,297,611430.7808,870244.691,-131.7665833,52.69961669,-131.7672167,52.69873333,-2,-2,0,4,0
2919,298_2,PAC 2015-36,2015,5,12,298,609412.3473,872216.59,-131.7996167,52.71463331,-131.7999667,52.71418336,13,15,2,2,0
2920,298_3,PAC 2015-36,2015,5,12,298,609403.5264,872201.2364,-131.7996167,52.71463331,-131.7999667,52.71418336,10.2173913,11,0.782608696,2,0
2921,298_4,PAC 2015-36,2015,5,12,298,609394.7055,872185.8828,-131.7996167,52.71463331,-131.7999667,52.71418336,6.2,7,1.4,4,0
2922,298_6,PAC 2015-36,2015,5,12,298,609377.0637,872155.1756,-131.7996167,52.71463331,-131.7999667,52.71418336,1.571428571,2,0.428571429,2,1
2923,298_7,PAC 2015-36,2015,5,12,298,609368.2428,872139.8219,-131.7996167,52.71463331,-131.7999667,52.71418336,-2.636363636,-5,2.363636364,2,0
2924,299_1,PAC 2015-36,2015,5,12,299,606427.8821,871430.6032,-131.8431167,52.70544999,-131.8443167,52.7052,13.6,14,0.4,4,0
2925,299_2,PAC 2015-36,2015,5,12,299,606408.9706,871425.7889,-131.8431167,52.70544999,-131.8443167,52.7052,10.72727273,12,1.272727273,3,1
2926,299_3,PAC 2015-36,2015,5,12,299,606390.0591,871420.9747,-131.8431167,52.70544999,-131.8443167,52.7052,7.461538462,8,0.538461538,2,1
2927,299_4,PAC 2015-36,2015,5,12,299,606371.1477,871416.1604,-131.8431167,52.70544999,-131.8443167,52.7052,4.71875,5,0.78125,5,0
2928,299_5,PAC 2015-36,2015,5,12,299,606352.2362,871411.3462,-131.8431167,52.70544999,-131.8443167,52.7052,1,1,0,1,0
2929,299_6,PAC 2015-36,2015,5,12,299,606333.3247,871406.5319,-131.8431167,52.70544999,-131.8443167,52.7052,-1.333333333,-1,0.333333333,2,1
2937,300_1,PAC 2015-36,2015,5,12,300,607719.5604,873021.3196,-131.8256333,52.72099997,-131.8258333,52.72150002,11.27777778,13,1.722222222,3,0
2938,300_2,PAC 2015-36,2015,5,12,300,607716.7154,873039.5372,-131.8256333,52.72099997,-131.8258333,52.72150002,6.875,7,1,2,0
2939,300_3,PAC 2015-36,2015,5,12,300,607713.8703,873057.7547,-131.8256333,52.72099997,-131.8258333,52.72150002,2.162790698,1,1.162790698,5,0
2940,300_5,PAC 2015-36,2015,5,12,300,607708.1803,873094.1898,-131.8256333,52.72099997,-131.8258333,52.72150002,-1,-1,0,1,0
2941,300_6,PAC 2015-36,2015,5,12,300,607705.3353,873112.4074,-131.8256333,52.72099997,-131.8258333,52.72150002,-2.3,-2,0.3,2,0
2942,301_3,PAC 2015-36,2015,5,12,301,608768.486,876287.6808,-131.8139667,52.75068334,-131.8144,52.75033334,8.695652174,8,2.869565217,5,0
2943,301_5,PAC 2015-36,2015,5,12,301,608744.7901,876260.8892,-131.8139667,52.75068334,-131.8144,52.75033334,-2.454545455,-4,1.545454545,3,0
2944,302_10,PAC 2015-36,2015,5,1,302,657337.7994,802997.645,-131.0195167,52.12928333,-131.0168167,52.1283,6.6,7,0.4,2,0
2945,302_11,PAC 2015-36,2015,5,1,302,657353.4625,802986.7687,-131.0195167,52.12928333,-131.0168167,52.1283,4.263157895,5,0.736842105,4,1
2946,302_13,PAC 2015-36,2015,5,1,302,657384.7887,802965.0162,-131.0195167,52.12928333,-131.0168167,52.1283,2.470588235,3,0.529411765,2,1
2947,302_14,PAC 2015-36,2015,5,1,302,657400.4518,802954.1399,-131.0195167,52.12928333,-131.0168167,52.1283,-0.5,1,1.5,2,0
2948,302_15,PAC 2015-36,2015,5,1,302,657416.1149,802943.2636,-131.0195167,52.12928333,-131.0168167,52.1283,-2,-3,1,1,1
2949,302_3,PAC 2015-36,2015,5,1,302,657228.1578,803073.7789,-131.0195167,52.12928333,-131.0168167,52.1283,14.47368421,15,0.526315789,4,0
2950,302_4,PAC 2015-36,2015,5,1,302,657243.8209,803062.9026,-131.0195167,52.12928333,-131.0168167,52.1283,12.42857143,13,0.571428571,4,1
2951,302_6,PAC 2015-36,2015,5,1,302,657275.1471,803041.1501,-131.0195167,52.12928333,-131.0168167,52.1283,10.57894737,11,0.421052632,2,0
2952,302_8,PAC 2015-36,2015,5,1,302,657306.4733,803019.3975,-131.0195167,52.12928333,-131.0168167,52.1283,9,9,0,1,0
2953,302_9,PAC 2015-36,2015,5,1,302,657322.1363,803008.5213,-131.0195167,52.12928333,-131.0168167,52.1283,8,8,0,2,0
2954,303_1,PAC 2015-36,2015,4,30,303,654744.6135,805938.7655,-131.05915,52.15338333,-131.06035,52.15358334,4,4,0,1,1
2955,303_10,PAC 2015-36,2015,4,30,303,654587.5778,805993.7982,-131.05915,52.15338333,-131.06035,52.15358334,-1,0,1,1,1
2956,303_11,PAC 2015-36,2015,4,30,303,654570.1294,805999.9129,-131.05915,52.15338333,-131.06035,52.15358334,-2,-2,0,1,0
2957,303_2,PAC 2015-36,2015,4,30,303,654727.1651,805944.8802,-131.05915,52.15338333,-131.06035,52.15358334,9.98089172,7,3.133757962,12,1
2958,303_6,PAC 2015-36,2015,4,30,303,654657.3714,805969.3392,-131.05915,52.15338333,-131.06035,52.15358334,3,3,0,1,0
2959,303_9,PAC 2015-36,2015,4,30,303,654605.0262,805987.6834,-131.05915,52.15338333,-131.06035,52.15358334,2,2,0,1,1
2960,304_12,PAC 2015-36,2015,5,4,304,650476.2151,807015.6115,-131.1243333,52.15933334,-131.1208833,52.16068333,7,7,0,2,0
2961,304_15,PAC 2015-36,2015,5,4,304,650526.5072,807042.8302,-131.1243333,52.15933334,-131.1208833,52.16068333,5.5,6,0.5,2,0
2962,304_16,PAC 2015-36,2015,5,4,304,650543.2712,807051.9031,-131.1243333,52.15933334,-131.1208833,52.16068333,3,3,0,1,0
2963,304_19,PAC 2015-36,2015,5,4,304,650593.5632,807079.1218,-131.1243333,52.15933334,-131.1208833,52.16068333,-2,-1,1,1,0
2964,304_2,PAC 2015-36,2015,5,4,304,650308.575,806924.8826,-131.1243333,52.15933334,-131.1208833,52.16068333,16,17,1,1,0
2965,304_3,PAC 2015-36,2015,5,4,304,650325.339,806933.9555,-131.1243333,52.15933334,-131.1208833,52.16068333,14,15,1,1,0
2966,304_4,PAC 2015-36,2015,5,4,304,650342.103,806943.0284,-131.1243333,52.15933334,-131.1208833,52.16068333,12.625,13,0.375,2,0
2967,304_5,PAC 2015-36,2015,5,4,304,650358.867,806952.1013,-131.1243333,52.15933334,-131.1208833,52.16068333,10.53333333,10,0.533333333,3,0
2968,304_6,PAC 2015-36,2015,5,4,304,650375.631,806961.1741,-131.1243333,52.15933334,-131.1208833,52.16068333,9,9,0,5,0
2969,304_7,PAC 2015-36,2015,5,4,304,650392.3951,806970.247,-131.1243333,52.15933334,-131.1208833,52.16068333,8,8,0,1,0
2970,305_1,PAC 2015-36,2015,5,6,305,649814.6503,810917.1676,-131.1355167,52.19478334,-131.1322667,52.19569999,6,6,0,3,1
2971,305_10,PAC 2015-36,2015,5,6,305,649975.1635,810977.4532,-131.1355167,52.19478334,-131.1322667,52.19569999,3,3,0,1,0
2972,305_11,PAC 2015-36,2015,5,6,305,649992.9983,810984.1516,-131.1355167,52.19478334,-131.1322667,52.19569999,2,2,0,2,0
2973,305_13,PAC 2015-36,2015,5,6,305,650028.6679,810997.5484,-131.1355167,52.19478334,-131.1322667,52.19569999,1,1,0,2,1
2974,305_14,PAC 2015-36,2015,5,6,305,650046.5027,811004.2468,-131.1355167,52.19478334,-131.1322667,52.19569999,0,0,0,1,0
2975,305_15,PAC 2015-36,2015,5,6,305,650064.3375,811010.9452,-131.1355167,52.19478334,-131.1322667,52.19569999,-1,-1,0,1,0
2976,305_4,PAC 2015-36,2015,5,6,305,649868.1547,810937.2628,-131.1355167,52.19478334,-131.1322667,52.19569999,7.608695652,7,0.608695652,3,0
2977,305_8,PAC 2015-36,2015,5,6,305,649939.4939,810964.0564,-131.1355167,52.19478334,-131.1322667,52.19569999,5,5,0,3,0
2978,305_9,PAC 2015-36,2015,5,6,305,649957.3287,810970.7548,-131.1355167,52.19478334,-131.1322667,52.19569999,4,4,0,1,0
2979,306_1,PAC 2015-36,2015,5,7,306,658627.6383,814103.3953,-131.0100667,52.22901667,-131.0079333,52.23013333,11,11,0,1,0
2980,306_10,PAC 2015-36,2015,5,7,306,658762.8287,814203.4507,-131.0100667,52.22901667,-131.0079333,52.23013333,7.333333333,8,1.25,3,0
2981,306_11,PAC 2015-36,2015,5,7,306,658777.8499,814214.568,-131.0100667,52.22901667,-131.0079333,52.23013333,3.941176471,4,1,2,0
2982,306_14,PAC 2015-36,2015,5,7,306,658822.9134,814247.9198,-131.0100667,52.22901667,-131.0079333,52.23013333,-1,0,1,1,0
2983,306_2,PAC 2015-36,2015,5,7,306,658642.6594,814114.5126,-131.0100667,52.22901667,-131.0079333,52.23013333,15,15,0,1,0
2984,306_3,PAC 2015-36,2015,5,7,306,658657.6806,814125.6298,-131.0100667,52.22901667,-131.0079333,52.23013333,16.83333333,16,0.833333333,8,0
2985,306_6,PAC 2015-36,2015,5,7,306,658702.7441,814158.9816,-131.0100667,52.22901667,-131.0079333,52.23013333,13.52631579,14,0.473684211,2,0
2986,306_7,PAC 2015-36,2015,5,7,306,658717.7653,814170.0989,-131.0100667,52.22901667,-131.0079333,52.23013333,12,12,0,1,0
2987,307_1,PAC 2015-36,2015,5,14,307,649970.9809,815274.4627,-131.1387667,52.23368333,-131.1398667,52.23354999,14,14,0,1,1
2988,307_2,PAC 2015-36,2015,5,14,307,649952.4168,815272.1659,-131.1387667,52.23368333,-131.1398667,52.23354999,10.7,12,1.3,3,0
2989,307_4,PAC 2015-36,2015,5,14,307,649915.2885,815267.5722,-131.1387667,52.23368333,-131.1398667,52.23354999,7,7,1.24137931,5,0
2990,307_5,PAC 2015-36,2015,5,14,307,649896.7243,815265.2754,-131.1387667,52.23368333,-131.1398667,52.23354999,3.066666667,3,1,2,0
2991,307_6,PAC 2015-36,2015,5,14,307,649878.1602,815262.9785,-131.1387667,52.23368333,-131.1398667,52.23354999,-0.484848485,0,0.848484848,4,0
2992,307_7,PAC 2015-36,2015,5,14,307,649859.596,815260.6817,-131.1387667,52.23368333,-131.1398667,52.23354999,-3,-5,2,1,0
2993,308_10,PAC 2015-36,2015,5,7,308,655124.2366,817745.0771,-131.0666333,52.26026667,-131.06565,52.25931667,-2.464285714,-1,1.464285714,2,1
2994,308_2,PAC 2015-36,2015,5,7,308,655049.9132,817883.5987,-131.0666333,52.26026667,-131.06565,52.25931667,15,16,1,1,0
2995,308_3,PAC 2015-36,2015,5,7,308,655059.2036,817866.2835,-131.0666333,52.26026667,-131.06565,52.25931667,13,13,0.540540541,4,0
2996,308_5,PAC 2015-36,2015,5,7,308,655077.7845,817831.6531,-131.0666333,52.26026667,-131.06565,52.25931667,10.38888889,11,0.611111111,3,0
2997,308_6,PAC 2015-36,2015,5,7,308,655087.0749,817814.3379,-131.0666333,52.26026667,-131.06565,52.25931667,6.3125,7,1.1875,3,0
2998,308_8,PAC 2015-36,2015,5,7,308,655105.6557,817779.7075,-131.0666333,52.26026667,-131.06565,52.25931667,1,1,0,1,0
2999,309_3,PAC 2015-36,2015,5,14,309,641907.0481,822320.8757,-131.2639167,52.29146668,-131.26395,52.29103333,9.342857143,10,1.685714286,6,0
3000,309_4,PAC 2015-36,2015,5,14,309,641904.9273,822303.4762,-131.2639167,52.29146668,-131.26395,52.29103333,4.25,4,1.340909091,4,1
3001,309_6,PAC 2015-36,2015,5,14,309,641900.6856,822268.6772,-131.2639167,52.29146668,-131.26395,52.29103333,-4,-5,1,1,0
3006,310_2,PAC 2015-36,2015,5,14,310,641277.3375,823635.0102,-131.2746833,52.30266666,-131.2753,52.30195001,13,15,2,2,0
3007,310_3,PAC 2015-36,2015,5,14,310,641267.8175,823619.7647,-131.2746833,52.30266666,-131.2753,52.30195001,11.2173913,11,0.217391304,3,1
3008,310_4,PAC 2015-36,2015,5,14,310,641258.2975,823604.5193,-131.2746833,52.30266666,-131.2753,52.30195001,9,9,0,1,0
3009,310_5,PAC 2015-36,2015,5,14,310,641248.7776,823589.2738,-131.2746833,52.30266666,-131.2753,52.30195001,7.45,8,0.55,2,0
3010,310_6,PAC 2015-36,2015,5,14,310,641239.2576,823574.0284,-131.2746833,52.30266666,-131.2753,52.30195001,4.636363636,5,0.363636364,2,0
3011,310_7,PAC 2015-36,2015,5,14,310,641229.7377,823558.783,-131.2746833,52.30266666,-131.2753,52.30195001,0.155339806,2,1.844660194,8,0
3012,310_8,PAC 2015-36,2015,5,14,310,641220.2177,823543.5375,-131.2746833,52.30266666,-131.2753,52.30195001,-4,-7,3,1,0
3013,311_2,PAC 2015-36,2015,5,15,311,637146.5719,825528.3326,-131.33735,52.31696666,-131.33815,52.31705001,13.2,13,1,2,0
3014,311_3,PAC 2015-36,2015,5,15,311,637127.2075,825533.1636,-131.33735,52.31696666,-131.33815,52.31705001,8.666666667,10,1.333333333,2,0
3015,311_4,PAC 2015-36,2015,5,15,311,637107.843,825537.9945,-131.33735,52.31696666,-131.33815,52.31705001,5.176470588,5,1.235294118,4,0
3016,311_5,PAC 2015-36,2015,5,15,311,637088.4786,825542.8255,-131.33735,52.31696666,-131.33815,52.31705001,0.666666667,0,0.666666667,2,0
3017,311_6,PAC 2015-36,2015,5,15,311,637069.1142,825547.6564,-131.33735,52.31696666,-131.33815,52.31705001,-3,-2,1,1,0
3018,312_1,PAC 2015-36,2015,5,15,312,641554.789,826182.7893,-131.2736,52.32553333,-131.2753,52.32425,15,16,1,1,0
3019,312_10,PAC 2015-36,2015,5,15,312,641438.474,826058.9987,-131.2736,52.32553333,-131.2753,52.32425,2,3,1,1,0
3020,312_11,PAC 2015-36,2015,5,15,312,641425.5501,826045.2442,-131.2736,52.32553333,-131.2753,52.32425,0,0,0,1,1
3021,312_3,PAC 2015-36,2015,5,15,312,641528.9412,826155.2803,-131.2736,52.32553333,-131.2753,52.32425,13.5,14,0.5,2,0
3022,312_4,PAC 2015-36,2015,5,15,312,641516.0173,826141.5258,-131.2736,52.32553333,-131.2753,52.32425,12,12,0,1,0
3023,312_5,PAC 2015-36,2015,5,15,312,641503.0935,826127.7713,-131.2736,52.32553333,-131.2753,52.32425,8.25,8,0.25,4,0
3024,312_7,PAC 2015-36,2015,5,15,312,641477.2457,826100.2622,-131.2736,52.32553333,-131.2753,52.32425,7,7,0,3,0
3025,312_8,PAC 2015-36,2015,5,15,312,641464.3218,826086.5077,-131.2736,52.32553333,-131.2753,52.32425,5.205882353,6,0.794117647,4,0
3026,312_9,PAC 2015-36,2015,5,15,312,641451.3979,826072.7532,-131.2736,52.32553333,-131.2753,52.32425,4,4,0,1,0
3027,313_10,PAC 2015-36,2015,5,13,313,643356.5051,825972.3424,-131.2481,52.32586667,-131.24685,52.32518333,-1,-1,0,1,0
